x_cm,y_cm,heading_deg
9.204576942699925723e+01,8.827279711731307543e+01,5.095389661115909234e+02
9.188269517775445649e+01,8.836731876817925979e+01,5.102658649434638392e+02
9.171728291890718765e+01,8.846038195353509082e+01,5.110087402769119649e+02
9.155270711099390724e+01,8.855025848184878612e+01,5.117124512005270276e+02
9.138037699315913187e+01,8.864132717395757766e+01,5.125786866841650635e+02
9.121090833431485123e+01,8.872781329991282462e+01,5.133475085839952499e+02
9.104196981301694791e+01,8.881122051327560030e+01,5.141001491908181151e+02
9.087319355468281401e+01,8.889226163535728631e+01,5.146021034403909198e+02
9.070266174428843442e+01,8.897243919566051318e+01,5.150356526292468970e+02
9.053077850743814281e+01,8.905172162596714713e+01,5.154406119884731652e+02
9.035454596561154972e+01,8.913150038292197053e+01,5.158477878731800956e+02
9.018329054081301877e+01,8.920759093639273374e+01,5.162400686756684536e+02
9.001109292886336277e+01,8.928264067922542324e+01,5.166614182596780438e+02
8.983871444093315972e+01,8.935650526101622404e+01,5.169480914041997721e+02
8.966556926391685067e+01,8.942962006039607559e+01,5.172657176043733216e+02
8.945613271673876454e+01,8.951656334283448757e+01,5.176447266586307023e+02
8.924547240432336537e+01,8.960161182250668332e+01,5.183851165014508524e+02
8.903737732869625177e+01,8.968241829182458957e+01,5.191709929265364281e+02
8.882806668599404532e+01,8.976035094110265788e+01,5.199853817436190866e+02
8.861699633596947479e+01,8.983573285120223773e+01,5.207071424020418817e+02
8.838939758326475271e+01,8.991355797833942631e+01,5.215376329554417225e+02
8.817115823160919774e+01,8.998452247467029963e+01,5.224366121369292841e+02
8.795625389051669174e+01,9.005091280491238592e+01,5.232284452747561545e+02
8.781330406999417448e+01,9.009333367029800854e+01,5.237146703206451548e+02
8.767044951114398543e+01,9.013456971174414889e+01,5.240829663124492299e+02
8.752140204104993870e+01,9.017667790234172287e+01,5.243654382042803945e+02
8.737571334333070183e+01,9.021697286001953842e+01,5.247135263654544133e+02
8.723151995114359636e+01,9.025594469885081139e+01,5.250379763239063777e+02
8.708743772005632877e+01,9.029393774219903435e+01,5.254178799707641474e+02
8.694297044488889981e+01,9.033098004050815177e+01,5.258197720193829809e+02
8.679404845314159900e+01,9.036824311438353163e+01,5.260841504205777710e+02
8.657623817374313546e+01,9.042155036387093503e+01,5.264111770550556457e+02
8.635632800465909042e+01,9.047409523667523956e+01,5.267124638086856976e+02
8.613778532339514982e+01,9.052511768611272203e+01,5.270049930210466300e+02
8.591956340344368925e+01,9.057481522051861589e+01,5.273357269878817988e+02
8.570092009570954872e+01,9.062323043576675730e+01,5.276926685761644649e+02
8.548255392111352080e+01,9.067000597745544610e+01,5.281264521758969295e+02
8.526026927749140327e+01,9.071603135735135481e+01,5.284772833232995026e+02
8.503984308731510566e+01,9.076024674779185375e+01,5.288377999860557566e+02
8.481932624209416360e+01,9.080310879802503621e+01,5.291632426923004004e+02
8.459636071821469727e+01,9.084505661339100868e+01,5.295270629415574604e+02
8.437607469771378987e+01,9.088486113436754010e+01,5.299878882113162035e+02
8.415488804581542581e+01,9.092311669268865160e+01,5.303869646560564206e+02
8.392960561579847933e+01,9.096068467873402597e+01,5.306780403534659172e+02
8.370365013695763423e+01,9.099697423309955013e+01,5.310738273072882976e+02
8.348109155050457275e+01,9.103128986582566995e+01,5.313956991537335171e+02
8.325929940046040656e+01,9.106417692958635257e+01,5.317357181238140811e+02
8.303752562884217525e+01,9.109561104024189149e+01,5.321296041247948096e+02
8.280340688161518869e+01,9.112719075628422161e+01,5.325061500222504947e+02
8.257990607246121328e+01,9.115580927680701961e+01,5.329002025897898420e+02
8.235340069805560859e+01,9.118318519726972227e+01,5.333168709109779684e+02
8.213148222484321082e+01,9.120844731090227242e+01,5.336944979841264285e+02
8.190926648667142729e+01,9.123223488324653374e+01,5.340853322024502177e+02
8.168730769957092264e+01,9.125443649654889100e+01,5.344905502220066182e+02
8.146508677294417566e+01,9.127506922509682852e+01,5.349002897788287783e+02
8.123872674240018910e+01,9.129508776041591034e+01,5.349919067630894460e+02
8.101090468692737545e+01,9.131512014282087364e+01,5.349579113475139138e+02
8.078706678028143529e+01,9.133467367906651191e+01,5.350571998193479430e+02
8.056339923996326036e+01,9.135399721665741879e+01,5.350672962213296842e+02
8.034008316682592010e+01,9.137318261732028191e+01,5.351120942260445190e+02
8.011503164185671721e+01,9.139243867126356236e+01,5.351069457220424965e+02
7.988852377035946972e+01,9.141179170094369510e+01,5.351259726781649988e+02
7.966214419795439028e+01,9.143103618520380849e+01,5.351559854945858206e+02
7.936871995673757851e+01,9.145582510498783790e+01,5.351860808645274119e+02
7.908104350262516391e+01,9.147978646027306127e+01,5.352912572458174054e+02
7.878950562541517399e+01,9.150328025422906819e+01,5.354942099605228805e+02
7.850110839856189671e+01,9.152512040950657024e+01,5.358443698601022334e+02
7.821202811017090539e+01,9.154508605078787298e+01,5.362537890790644042e+02
7.792246569882877338e+01,9.156297267253465577e+01,5.366767336752226356e+02
7.763253010925490116e+01,9.157898227548854209e+01,5.370021926150790250e+02
7.734028756740727317e+01,9.159321303946799731e+01,5.374221703764400218e+02
7.711501904191702295e+01,9.160248396353679823e+01,5.378644749333051323e+02
7.689026108609436960e+01,9.161014822133299162e+01,5.382294605783233692e+02
7.665747886691279689e+01,9.161655714760854607e+01,5.386164180323830806e+02
7.643158975763088847e+01,9.162140193324150061e+01,5.389262415600255736e+02
7.620488938093635056e+01,9.162510516970900198e+01,5.392020284214487447e+02
7.598068808184211775e+01,9.162754128666473719e+01,5.395528964804896077e+02
7.575612847664068283e+01,9.162855812143378387e+01,5.399282217509719430e+02
7.553098954078903660e+01,9.162808801982444606e+01,5.403110509355660724e+02
7.530659078857202360e+01,9.162665857066285469e+01,5.404189022873672457e+02
7.508110095308404652e+01,9.162507159958484237e+01,5.403875663818063231e+02
7.485080709033726976e+01,9.162338544029124421e+01,5.404514319627363648e+02
7.462528149617563145e+01,9.162151547532450024e+01,5.404986920850433307e+02
7.440023093134053056e+01,9.161953674696444239e+01,5.405088136067921596e+02
7.417661585085065212e+01,9.161762843276524393e+01,5.404690783599079396e+02
7.393983522611375747e+01,9.161564418501298235e+01,5.404911890659744813e+02
7.371402447760759458e+01,9.161365381199013314e+01,5.405188338970936002e+02
7.341847007294393279e+01,9.161105935294762048e+01,5.404870569494875099e+02
7.312695721560815798e+01,9.160854430061566234e+01,5.405015670853663323e+02
7.283612626046271998e+01,9.160590073927465937e+01,5.405400052355196294e+02
7.254724275748588980e+01,9.160315262662889779e+01,5.405500570576675727e+02
7.225575831378307612e+01,9.160045058737594559e+01,5.405121678008893014e+02
7.195067888079873342e+01,9.159784724289046665e+01,5.404656564320971484e+02
7.165929183850215622e+01,9.159547543633749456e+01,5.404670652368505444e+02
7.136467317888730122e+01,9.159289982203208069e+01,5.405346912050320043e+02
7.107622645033275433e+01,9.159003580744109740e+01,5.406030617318643863e+02
7.078614762424410856e+01,9.158663788932840077e+01,5.407391766236676176e+02
7.049827423754145173e+01,9.158284987968568203e+01,5.407686004064842109e+02
7.020791255203457126e+01,9.157802488767933369e+01,5.411354127644606251e+02
6.990360131195231475e+01,9.157101454546877051e+01,5.415039375994111879e+02
6.961262527214806539e+01,9.156235753397957922e+01,5.419043426847787259e+02
6.932210081073996832e+01,9.155177673374464575e+01,5.422671984825433356e+02
6.903460079886706069e+01,9.153964886146175672e+01,5.425638563638324285e+02
6.881118203657652543e+01,9.152938816173636383e+01,5.426951646699023968e+02
6.858823955970369468e+01,9.151897906826202700e+01,5.426511859521134511e+02
6.836491175034824153e+01,9.150858019675661126e+01,5.426807197303796784e+02
6.813422147840984167e+01,9.149768578909176142e+01,5.427268785706843346e+02
6.791023239668554368e+01,9.148696363612791060e+01,5.427543307181293812e+02
6.768583132762304899e+01,9.147610535683477906e+01,5.427861839431698172e+02
6.746306738701659356e+01,9.146529937534238286e+01,5.427681457855755980e+02
6.723743941627739673e+01,9.145440022529334101e+01,5.427629968886238885e+02
6.694106506044604998e+01,9.144010476271020593e+01,5.427599866966552327e+02
6.665021872050731133e+01,9.142615769147943183e+01,5.427308620987404311e+02
6.635963837523672737e+01,9.141219967964076432e+01,5.427693098198527650e+02
6.607086393986882911e+01,9.139819495115303027e+01,5.427837000079222207e+02
6.578007232108812730e+01,9.138410767579858884e+01,5.427633022973581092e+02
6.549129381867065547e+01,9.137009481026673541e+01,5.427928507644577394e+02
6.520365763251427893e+01,9.135610294172019508e+01,5.427769879649176801e+02
6.490853261456128109e+01,9.134185260055430433e+01,5.427518604422107273e+02
6.461821121946024959e+01,9.132784469261918048e+01,5.427728584776839398e+02
6.432400483114763290e+01,9.131337587696040714e+01,5.428581185162279326e+02
6.403611205232490988e+01,9.129897757091690380e+01,5.428681479321637653e+02
6.374388110454091105e+01,9.128419857047454400e+01,5.429221597075817272e+02
6.345469885873120575e+01,9.126951037433387626e+01,5.428931976986310701e+02
6.316094412645454526e+01,9.125457578292609639e+01,5.429276648033485344e+02
6.286792091709017427e+01,9.123960328243562401e+01,5.429224906790337855e+02
6.257833680854406566e+01,9.122481056361733920e+01,5.429260642996565593e+02
6.228270206766853789e+01,9.120957537818382832e+01,5.429740563109277218e+02
6.199181914312760000e+01,9.119439825502456642e+01,5.429994623319522589e+02
6.164643024810125382e+01,9.117635019032854871e+01,5.429830014989231586e+02
6.135590298475554505e+01,9.116128470370888692e+01,5.429539032005254739e+02
6.106286914993962256e+01,9.114617147892629134e+01,5.429509264423243167e+02
6.077160446024343088e+01,9.113101987582282959e+01,5.430047636140338909e+02
6.048289802121102099e+01,9.111586728245872280e+01,5.430039960051641401e+02
6.019404928702076774e+01,9.110068372284675320e+01,5.430140600383100491e+02
5.990464637971459183e+01,9.108557941595175578e+01,5.429611981421724067e+02
5.961510270719553262e+01,9.107054312335704083e+01,5.429843153247753662e+02
5.931948977746852592e+01,9.105514535405278309e+01,5.429790952057120421e+02
5.902792563144545568e+01,9.103989566538854206e+01,5.430089343750719308e+02
5.873924999259366331e+01,9.102460328606140649e+01,5.430558001949087839e+02
5.844679122980890895e+01,9.100913850585440912e+01,5.429979911644981030e+02
5.815727651119681951e+01,9.099406032365774877e+01,5.429646512514256074e+02
5.786397499172613124e+01,9.097894587531622790e+01,5.429352755822728795e+02
5.757531077793792207e+01,9.096407544713606796e+01,5.429626518592021966e+02
5.728432577625159183e+01,9.094897327904907058e+01,5.429793370264545729e+02
5.699092103179638968e+01,9.093367644394034244e+01,5.429895595699832711e+02
5.669628595293937678e+01,9.091826833981997424e+01,5.429976152933410276e+02
5.640793508574416393e+01,9.090297401888496154e+01,5.430747066978237854e+02
5.611693069553675883e+01,9.088745576758476830e+01,5.430302797427603991e+02
5.582519162549959191e+01,9.087215898254372348e+01,5.429726143195125587e+02
5.553265651388194613e+01,9.085695882943866764e+01,5.429762245198443225e+02
5.523261767549430346e+01,9.084098915451646405e+01,5.431172025994441128e+02
5.494562911207086131e+01,9.082538353496380523e+01,5.431078288367489222e+02
5.465663749994098453e+01,9.080978237114396734e+01,5.430723781727459709e+02
5.436792074464554503e+01,9.079429850665920299e+01,5.430672794161608863e+02
5.407946160077198527e+01,9.077873402123175595e+01,5.431097852577410094e+02
5.379083068755453922e+01,9.076314780255975734e+01,5.430722138747892132e+02
5.350207385342746136e+01,9.074755862356464320e+01,5.431082660138694109e+02
5.321308179846177211e+01,9.073171945646676306e+01,5.431660265265265934e+02
5.292335789030811810e+01,9.071547517041433650e+01,5.432521912970844369e+02
5.263424485855207280e+01,9.069871407734342483e+01,5.433837334054098847e+02
5.234635342965750482e+01,9.067978114655784339e+01,5.441414452298323567e+02
5.205867403829078910e+01,9.065673132589652994e+01,5.450204358396759972e+02
5.177219529276849386e+01,9.062939312125909908e+01,5.458818376730093860e+02
5.148409471614002797e+01,9.059769484474983869e+01,5.466755939901713646e+02
5.119794444491095220e+01,9.056210428174649962e+01,5.475041611023519863e+02
5.090964731495171236e+01,9.052194032876333551e+01,5.483580031299529765e+02
5.061770171487943770e+01,9.047659951374687637e+01,5.492976697388962748e+02
5.047057850680561586e+01,9.045141906472211701e+01,5.501267113907888415e+02
5.032419735431570018e+01,9.042414833044085753e+01,5.509796743068847036e+02
5.017724245774632408e+01,9.039446372565855370e+01,5.518602610110156093e+02
5.003111176911143332e+01,9.036255403121650431e+01,5.527757072761968402e+02
4.988583247478982940e+01,9.032846493746848182e+01,5.536348662566111898e+02
4.974077970133505033e+01,9.029207079768170274e+01,5.545349623840652384e+02
4.959165200162851761e+01,9.025211960558580415e+01,5.554596930530040026e+02
4.944511222968562691e+01,9.021026786863480140e+01,5.564189747506061394e+02
4.930167218975901733e+01,9.016735823294487773e+01,5.568898008144590221e+02
4.915739663266701598e+01,9.012307669501947771e+01,5.572351449724170607e+02
4.901539719889605351e+01,9.007840010362059502e+01,5.576946269817628945e+02
4.887281359568503092e+01,9.003238337766561017e+01,5.580787910945114163e+02
4.873109244481185698e+01,8.998569663263612028e+01,5.583877451793239288e+02
4.853284068251544170e+01,8.991869722405398591e+01,5.589577361287335862e+02
4.838942090286253261e+01,8.986888060074676332e+01,5.593514360546485022e+02
4.817546510965649276e+01,8.979284467139331127e+01,5.597771071747926044e+02
4.796281121105889156e+01,8.971577125809872655e+01,5.600675647430846311e+02
4.774627675114162173e+01,8.963584739645061461e+01,5.604511046776452758e+02
4.753396650391463396e+01,8.955579394568849239e+01,5.608676823266021074e+02
4.732384044610629559e+01,8.947480710751328559e+01,5.612876636300543396e+02
4.711126249126324694e+01,8.939107209934714149e+01,5.617115546697202717e+02
4.690050393431786802e+01,8.930644996005715086e+01,5.620405737654970153e+02
4.669321062301675340e+01,8.922173356285851753e+01,5.624170210189936370e+02
4.648541607935235476e+01,8.913501082352600235e+01,5.628892662301263954e+02
4.627822981519444312e+01,8.904669735551372867e+01,5.632831394142666568e+02
4.606954349462245091e+01,8.895597818527214429e+01,5.637075206075868437e+02
4.586085554374680129e+01,8.886356579285022406e+01,5.640624689583347617e+02
4.565521712961690781e+01,8.877076302529270890e+01,5.645159882688502648e+02
4.545099206649479839e+01,8.867675688128554157e+01,5.649178664413003617e+02
4.524224999792210866e+01,8.857907216958221852e+01,5.652383600242868624e+02
4.503301911317489470e+01,8.847965936709206858e+01,5.655896466438631478e+02
4.483204565543150011e+01,8.838266899909052654e+01,5.659345335779385096e+02
4.463063307406820712e+01,8.828351259901400283e+01,5.664879646069834962e+02
4.443037747366138035e+01,8.818263625694565633e+01,5.669842935330669889e+02
4.422484048522991174e+01,8.807665949348167089e+01,5.675678035119556171e+02
4.402687601198245204e+01,8.797200008515883951e+01,5.681610186068091934e+02
4.382465112220302217e+01,8.786223508962308415e+01,5.688240301915560622e+02
4.362897861125657784e+01,8.775292066339983421e+01,5.695566706392162359e+02
4.343408902960054263e+01,8.764103619958245872e+01,5.701628686843482683e+02
4.327205286897051195e+01,8.754549211907693973e+01,5.708883014538989755e+02
4.307634679547088297e+01,8.742644084060991361e+01,5.717373962983737101e+02
4.291542602611031043e+01,8.732575582099835287e+01,5.723294446218339999e+02
4.275694695739989015e+01,8.722425562916862418e+01,5.729467813041380850e+02
4.259992956756995142e+01,8.712129618490861560e+01,5.735605337754944912e+02
4.244436126992892611e+01,8.701681707959743051e+01,5.742097989148888928e+02
4.228485308181244307e+01,8.690716063873041719e+01,5.748045939742669361e+02
4.212984482308256418e+01,8.679800595247048989e+01,5.755007668353083545e+02
4.197709131621177647e+01,8.668757616345622807e+01,5.762276740446802705e+02
4.182668738919966955e+01,8.657597023496872168e+01,5.769262095996930384e+02
4.167779113326858464e+01,8.646278136608370346e+01,5.775569771632679021e+02
4.153010002729021011e+01,8.634779091378189264e+01,5.782507827084281189e+02
4.137935205630234492e+01,8.622733751303748306e+01,5.790016047004880875e+02
4.123331645296705972e+01,8.610754226828662183e+01,5.797235036660399601e+02
4.109015269630851463e+01,8.598697546983703432e+01,5.804819855100306540e+02
4.094851377746582699e+01,8.586452570125943851e+01,5.812061970228662631e+02
4.080790765229522066e+01,8.573988482202996408e+01,5.819048358280726916e+02
4.066833273669222848e+01,8.561354470186779508e+01,5.823965566128429145e+02
4.052750568503880402e+01,8.548373537265248956e+01,5.829409468099853484e+02
4.039039188642424705e+01,8.535512079232921678e+01,5.833951360575047147e+02
4.025433657341690008e+01,8.522539749703712175e+01,5.838753043671223395e+02
4.011918659137422338e+01,8.509437107427231695e+01,5.843496048216691179e+02
3.998474617999836056e+01,8.496183782803379358e+01,5.848318076408859270e+02
3.984625107312727721e+01,8.482300474980870320e+01,5.853078415086420137e+02
3.968995283978791377e+01,8.466364344049320323e+01,5.858040895044476883e+02
3.953396581172571445e+01,8.450145654594506084e+01,5.864285336549075964e+02
3.937973064891492925e+01,8.433758384134013397e+01,5.870421231371029762e+02
3.922821578136381504e+01,8.417262130876260073e+01,5.878241404941907149e+02
3.907946464518750673e+01,8.400620953950533476e+01,5.885904633876922389e+02
3.893294663481240292e+01,8.383775172790087993e+01,5.893785982895025199e+02
3.878846001895956874e+01,8.366711330405107105e+01,5.901094608734532585e+02
3.864576592089969864e+01,8.349426051085484346e+01,5.908095697093262970e+02
3.852459725694133397e+01,8.334403196277565939e+01,5.914137613016721389e+02
3.840708439861790424e+01,8.319490142765990015e+01,5.921109685079786686e+02
3.829227599391340675e+01,8.304532970202517106e+01,5.928707179530904341e+02
3.817946108479415557e+01,8.289412220643376372e+01,5.936765315897700930e+02
3.806923541277704715e+01,8.274195123497554505e+01,5.944877714588460549e+02
3.796032243545436557e+01,8.258688895386779905e+01,5.953451894109401792e+02
3.785163124032575865e+01,8.242692453747508807e+01,5.962648617511591738e+02
3.774683076609387911e+01,8.226754271736906787e+01,5.970818213908711414e+02
3.766669539206898776e+01,8.214163681840631170e+01,5.979670890625355923e+02
3.758841170463360726e+01,8.201433168816315344e+01,5.988557365942046999e+02
3.751156636823419888e+01,8.188484120793020793e+01,5.997707550663922120e+02
3.743478195930481434e+01,8.175067024638879332e+01,6.006652829514031282e+02
3.736235033008429696e+01,8.161965714505633684e+01,6.014619994626436892e+02
3.729129824831050399e+01,8.148672738805022675e+01,6.022882376519570471e+02
3.722284001243500740e+01,8.135409484907670219e+01,6.031107541447911444e+02
3.715261868809940182e+01,8.121306078481825352e+01,6.039515170449039942e+02
3.708692389841972670e+01,8.107643002027174362e+01,6.046901361008790445e+02
3.702328105048039930e+01,8.094062861440960432e+01,6.050899220734283972e+02
3.696094051949497583e+01,8.080513391743807006e+01,6.054961641497758364e+02
3.689958131097751703e+01,8.066941531933207443e+01,6.058478021600506054e+02
3.683890876000409520e+01,8.053296043451715036e+01,6.062090337388650596e+02
3.677750556799986015e+01,8.039251079756630247e+01,6.065620201125315134e+02
3.671837677010327639e+01,8.025497370337510006e+01,6.069111157070522040e+02
3.665954865192255596e+01,8.011575676762549847e+01,6.072745088398955886e+02
3.601550905592731056e+01,7.862912121173873459e+01,6.088171097675249257e+02
3.554875541543017903e+01,7.764266653645304928e+01,6.101372100446878903e+02
3.517837924025788254e+01,7.692958928995466295e+01,6.112295037627650345e+02
3.486262279481349680e+01,7.637710825632528611e+01,6.123151558890830302e+02
3.458895874429679651e+01,7.594334435608412548e+01,6.131300076734942195e+02
3.441130811998259276e+01,7.549779865627226627e+01,6.140438974944062238e+02
3.424976097988474066e+01,7.511756249353658177e+01,6.148498054010755141e+02
3.409902998285657816e+01,7.478576659005571514e+01,6.156454362649978975e+02
3.397292709249644815e+01,7.456087222733619058e+01,6.163851388714891755e+02
3.385124554123241580e+01,7.435915594504204762e+01,6.169721848201990042e+02
3.381794800008552215e+01,7.421210954043331753e+01,6.175097741810661773e+02
3.372666687550129438e+01,7.397978543424231646e+01,6.180915977143827149e+02
3.364194600790613521e+01,7.379061377092313023e+01,6.186396521849229657e+02
3.355993311287655700e+01,7.363342633273246918e+01,6.192108020148657488e+02
3.347920167032886241e+01,7.349428309123136671e+01,6.197029357849417011e+02
3.345309679146640747e+01,7.334605832261497937e+01,6.203204185411457274e+02
3.342814896382996892e+01,7.319478863365543475e+01,6.209494182329790419e+02
3.339657359599129194e+01,7.299757846813911044e+01,6.208577103713463430e+02
3.330244898431782730e+01,7.274641407069960053e+01,6.207931666944874678e+02
3.322020496551334645e+01,7.251570222919102093e+01,6.208142671552557204e+02
3.314754527017534969e+01,7.230031127029137394e+01,6.208492828792188902e+02
3.308308760837770990e+01,7.209451063709867924e+01,6.208540992568454158e+02
3.302604127063985828e+01,7.189804172482971012e+01,6.208473641269260952e+02
3.299392660299905344e+01,7.169784429587835461e+01,6.209257182033950357e+02
3.296194117212796471e+01,7.149765969545860855e+01,6.209183457203495209e+02
3.291642974302159530e+01,7.121212001043707573e+01,6.209695530931048779e+02
3.287141188776104883e+01,7.092686076780006488e+01,6.210942388726674608e+02
3.279905847382425321e+01,7.061658755588597103e+01,6.215797894550639739e+02
3.272919569032471543e+01,7.032381279544368624e+01,6.221072739184880902e+02
3.266178664438557178e+01,7.005224840484997628e+01,6.226488091051426181e+02
3.258927343586656633e+01,6.974801361939826450e+01,6.232844977192910392e+02
3.252331347495165659e+01,6.950387515647429382e+01,6.238545572971278261e+02
3.250392983388614709e+01,6.931343092639899339e+01,6.245222033991419721e+02
3.248651324391439488e+01,6.912628282845489025e+01,6.248441738947993827e+02
3.246216994133472866e+01,6.888579992547437314e+01,6.252070230917040590e+02
3.243845283271620161e+01,6.866474880172692963e+01,6.255062045140545024e+02
3.241539013448390705e+01,6.845687345871975538e+01,6.257748760457948265e+02
3.238765443635210062e+01,6.823103887953074320e+01,6.262218580662654404e+02
3.236406861439605365e+01,6.804504552981296683e+01,6.264216753792801455e+02
3.235290087710590967e+01,6.785743170591791795e+01,6.267652863094677969e+02
3.234081883935721891e+01,6.763001329507024195e+01,6.271525360460725551e+02
3.234707141713914780e+01,6.740027552370244734e+01,6.274705670393119590e+02
3.234956782276901066e+01,6.718400710591413372e+01,6.279253436685260112e+02
3.235056306301450491e+01,6.695227914197967323e+01,6.282446639859628021e+02
3.235066484051842650e+01,6.675160014945372211e+01,6.285893944932353179e+02
3.235044471135650923e+01,6.656288891250213169e+01,6.288599183340413674e+02
3.234655212990090689e+01,6.633522874714049067e+01,6.291809619557811857e+02
3.234404160747588008e+01,6.610771034493508580e+01,6.295546436004688076e+02
3.234260969103468142e+01,6.588396758030856404e+01,6.297119995130045709e+02
3.234136590019281243e+01,6.566035557410887691e+01,6.296506176190646329e+02
3.233848029850097561e+01,6.542609846566658405e+01,6.296151622323578749e+02
3.233919560019665340e+01,6.520048547818478824e+01,6.296062335271242318e+02
3.234300342618993795e+01,6.496214442708294712e+01,6.296171903684486324e+02
3.234879301106459337e+01,6.474623795411342542e+01,6.296893138616760552e+02
3.235788318275925945e+01,6.454023420233899344e+01,6.296443842344662016e+02
3.235646267453559233e+01,6.431638534066067336e+01,6.296284462557813413e+02
3.235469392741207173e+01,6.402800892180123071e+01,6.296687190614976544e+02
3.235327958049616370e+01,6.373814092938739151e+01,6.297721611453999913e+02
3.235324112714936007e+01,6.344939253812614055e+01,6.302125784096326697e+02
3.235335109822830191e+01,6.315400361009355379e+01,6.306992923412163918e+02
3.235205939125425800e+01,6.286943789988831099e+01,6.311788944254861917e+02
3.234782981648071853e+01,6.259496438939412144e+01,6.317915269169177463e+02
3.234218150464981534e+01,6.231939972571165498e+01,6.323630647464102594e+02
3.233426250284458092e+01,6.205811604927433933e+01,6.329616141639245370e+02
3.234443265994365646e+01,6.186917864913553444e+01,6.332006942194062731e+02
3.235496529788885312e+01,6.168074266403284156e+01,6.331977482614136079e+02
3.236542942184066618e+01,6.149246168543842828e+01,6.331643811852194403e+02
3.235804943660568966e+01,6.129032288340537349e+01,6.331599534584540834e+02
3.235378735610573386e+01,6.109301851385144744e+01,6.331195810609910950e+02
3.235210380700355159e+01,6.090148532425656214e+01,6.330912182171646236e+02
3.235291750505930253e+01,6.070508666397173414e+01,6.331105800109885422e+02
3.235549394871311790e+01,6.052322349776313359e+01,6.330809184784427543e+02
3.237152957009337939e+01,6.022686567482612219e+01,6.331134740534076855e+02
3.238778798300878492e+01,5.993353607583103582e+01,6.332315129701790966e+02
3.240453497613929557e+01,5.964240786385759208e+01,6.333530480497965982e+02
3.242228925558192998e+01,5.935348137426225179e+01,6.336796598465505213e+02
3.241659395616680683e+01,5.904039179174687746e+01,6.340615233617780859e+02
3.241103251307890076e+01,5.873676529159174464e+01,6.344537571799882016e+02
3.240613357750029166e+01,5.843856308416594203e+01,6.348232418931239636e+02
3.240155255569548132e+01,5.814820563678600962e+01,6.351969367008424570e+02
3.242225107892769387e+01,5.792479445856909592e+01,6.353894824772031598e+02
3.244272070905853411e+01,5.770199926581453553e+01,6.351093076453103095e+02
3.246278378131810172e+01,5.747671796100390651e+01,6.350691193455751318e+02
3.245485097706148281e+01,5.723134060330656325e+01,6.352159032869932389e+02
3.245040208502813073e+01,5.699242370559019832e+01,6.349042664094738484e+02
3.245362305597361541e+01,5.670747847269949915e+01,6.344680053903420003e+02
3.245838751514304477e+01,5.644369282824054324e+01,6.340045121774073777e+02
3.247312703590444016e+01,5.621964626829907985e+01,6.335233617433793825e+02
3.248786120475518402e+01,5.598774252261429041e+01,6.337475210225672981e+02
3.250317153034783502e+01,5.575808154737696043e+01,6.338804269201090165e+02
3.251947030534542904e+01,5.553056517611078391e+01,6.343146617592873326e+02
3.248396653645314558e+01,5.526986211072168231e+01,6.343404275534504677e+02
3.244787129521615299e+01,5.500880854976593071e+01,6.348199485482369937e+02
3.241343649971964425e+01,5.475784483136975211e+01,6.350743839406278539e+02
3.238513788844943520e+01,5.445594312865529929e+01,6.354138158347491299e+02
3.240760302705754725e+01,5.422627113108550390e+01,6.357593010664550093e+02
3.242986742551172341e+01,5.400403795528958995e+01,6.356828578962097254e+02
3.245199309324598147e+01,5.378008018426088910e+01,6.356014747168919712e+02
3.244590055124158567e+01,5.352911607881388534e+01,6.355185831271893449e+02
3.244046354809933774e+01,5.328170509292139911e+01,6.355159165174953841e+02
3.243802259701693202e+01,5.301359113404489420e+01,6.355328275638211153e+02
3.243450032857832355e+01,5.277101591866234997e+01,6.354807296854263541e+02
3.243215026795412115e+01,5.252774544668594814e+01,6.354448435679017848e+02
3.245444046602472810e+01,5.229441419631387333e+01,6.354689997409736861e+02
3.248273272982437732e+01,5.199991125395747815e+01,6.355058848686076090e+02
3.243472676678224786e+01,5.164016204653922415e+01,6.354463915417730959e+02
3.239136584041069966e+01,5.128653146655938144e+01,6.353906715386358428e+02
3.235210632703326183e+01,5.094213903445860581e+01,6.353210178587049768e+02
3.231692409398878141e+01,5.060211420023448881e+01,6.352659720817595144e+02
3.228505381796232854e+01,5.027408085040821106e+01,6.351818683421215610e+02
3.231219965820081086e+01,4.997557102767637360e+01,6.352102575273684124e+02
3.233903897575751074e+01,4.968026870743675971e+01,6.351761571750161011e+02
3.231092995624767639e+01,4.934212576572657127e+01,6.351456645190082781e+02
3.228476697411758067e+01,4.900947588577847824e+01,6.350718604588138305e+02
3.226061419053891655e+01,4.867860801395264048e+01,6.350111389153606751e+02
3.223836724507622620e+01,4.834615016387929387e+01,6.350335541700450221e+02
3.221737747024115350e+01,4.802386865025247431e+01,6.349884361938361508e+02
3.224315150706812716e+01,4.772928339016112176e+01,6.350120139754114916e+02
3.226859233789376447e+01,4.743834177728780332e+01,6.349828022324865060e+02
3.221446096554780070e+01,4.707131782048213609e+01,6.348950328920749371e+02
3.216379725222174812e+01,4.671714628908563327e+01,6.348440607687422244e+02
3.211717101486103587e+01,4.636718404297661777e+01,6.347890529306159806e+02
3.207311859790608821e+01,4.602212192694415194e+01,6.348815882051117114e+02
3.203021809437684908e+01,4.568128713688331999e+01,6.352015844992441771e+02
3.199384357454319527e+01,4.532908457920266443e+01,6.355075566608945792e+02
