x,y,phi
9.202343812781674615e+01,2.311198575255159682e+01,2.890923053284497968e+01
9.220096656550285275e+01,2.321017621482689108e+01,2.979854955603352806e+01
9.237107882221550881e+01,2.330676221896523970e+01,3.060443033022413317e+01
9.253355387319835756e+01,2.340140644740987241e+01,3.101419592518659840e+01
9.268931899434120680e+01,2.349443917125964276e+01,3.140355762372803028e+01
9.284030118885686989e+01,2.358682726001545049e+01,3.189484829558857015e+01
9.298908591366603105e+01,2.368000654518603554e+01,3.231787828404843310e+01
9.313844810846326538e+01,2.377560856607368578e+01,3.283420285583026299e+01
9.329085087535374043e+01,2.387514004241200638e+01,3.323897039222966754e+01
9.344802020500591766e+01,2.397969104668234053e+01,3.370773471076354610e+01
9.361069784392071824e+01,2.408975061572760268e+01,3.420268161519663863e+01
9.377864910342542260e+01,2.420519033308605117e+01,3.457275010215224142e+01
9.395090825257778988e+01,2.432541243614272375e+01,3.499386905870333209e+01
9.412615464773730878e+01,2.444959495240564351e+01,3.547444055485542691e+01
9.430306614492457129e+01,2.457693096876391081e+01,3.588564626137409164e+01
9.448054135119014063e+01,2.470678705856748181e+01,3.626415443907870184e+01
9.465775652127133810e+01,2.483875031176211223e+01,3.674583828570953870e+01
9.483409883009409214e+01,2.497258444981298453e+01,3.715547490750115855e+01
9.500904842755289792e+01,2.510813509510988339e+01,3.762676628146624580e+01
9.518205478878330439e+01,2.524521065549303245e+01,3.835247261081821790e+01
9.535243112439928836e+01,2.538345771396287631e+01,3.928064359408784156e+01
9.551928468904969804e+01,2.552225601706931357e+01,4.016916950250592322e+01
9.568151031136420670e+01,2.566067472074492173e+01,4.103913967802359508e+01
9.583788465148346347e+01,2.579753821228477051e+01,4.194793972607371302e+01
9.598728421885837747e+01,2.593163230598372593e+01,4.277897426088092203e+01
9.612898180637192525e+01,2.606201014429026230e+01,4.358105066309072129e+01
9.626292073885626621e+01,2.618829825165900260e+01,4.439422913383951652e+01
9.638985219766824741e+01,2.631088620178163140e+01,4.478195851793640969e+01
9.651127981951162838e+01,2.643093555676895789e+01,4.528247370915151748e+01
9.662924255713180344e+01,2.655022410687651302e+01,4.569135309268490630e+01
9.674601386563526262e+01,2.667088733488309771e+01,4.615489402102547700e+01
9.686378247126019403e+01,2.679511106297129430e+01,4.662402769133750269e+01
9.698435022311306852e+01,2.692481028433780921e+01,4.709832592215686731e+01
9.710887391983503392e+01,2.706132964791071771e+01,4.754637649044462222e+01
9.723770676264648216e+01,2.720523597785392411e+01,4.799758657842160403e+01
9.737039981656620569e+01,2.735627659100227049e+01,4.852745279067769957e+01
9.750587392032923617e+01,2.751352034077945063e+01,4.921793021932972323e+01
9.764269741296442362e+01,2.767561643561896290e+01,4.997961614833516819e+01
9.777936057561271355e+01,2.784105952594268629e+01,5.073125018668642383e+01
9.791446851113190064e+01,2.800838445546166255e+01,5.136706083222964025e+01
9.804683960252901898e+01,2.817628301092987897e+01,5.214231547293101698e+01
9.817555621759777296e+01,2.834369163829333260e+01,5.282449977220908721e+01
9.830000346906544451e+01,2.850987855024453310e+01,5.352664100283483606e+01
9.841989859805785557e+01,2.867451462353834302e+01,5.430339307651647829e+01
9.853528278384014527e+01,2.883768015715486399e+01,5.517811747008029499e+01
9.864645455513444006e+01,2.899977798956915009e+01,5.608065962207256661e+01
9.875385819013064292e+01,2.916137381290912600e+01,5.683135855002164050e+01
9.885796866396732696e+01,2.932302590661152664e+01,5.772206353432351023e+01
9.895921378476013786e+01,2.948516513715737730e+01,5.860690882779891808e+01
9.905793364807813361e+01,2.964807165699174973e+01,5.944694405180816688e+01
9.915431702231271061e+01,2.981201005132549042e+01,6.035663325833932191e+01
9.924842858525497036e+01,2.997732146437995837e+01,6.085437370236104471e+01
9.933986719983877833e+01,3.014499291379039292e+01,6.121209090442637546e+01
9.942730343134221016e+01,3.031736174333736145e+01,6.163739547844103583e+01
9.950746148806395297e+01,3.049945687752309809e+01,6.205408444022065595e+01
9.957377742559445721e+01,3.070066157896176051e+01,6.247705011041291812e+01
9.961515869315984162e+01,3.093611331390874142e+01,6.283972019178891344e+01
9.961589678682851456e+01,3.122648754324713494e+01,6.322488895915071083e+01
9.955798126748598520e+01,3.159466154741000565e+01,6.355717198669258039e+01
9.942635385904489453e+01,3.205873260691880233e+01,6.413760117837705366e+01
9.921583049116543407e+01,3.262322834864339427e+01,6.480781893595013798e+01
9.893657757506716166e+01,3.327259327857473181e+01,6.669125215849389576e+01
9.861464417042785158e+01,3.397128694542598737e+01,7.152370681017160337e+01
9.828609049870276237e+01,3.467205271511245712e+01,7.227641904461523836e+01
9.798675084794574275e+01,3.532940378918320334e+01,7.571459936855873707e+01
9.774225005165403957e+01,3.591225579072786900e+01,7.647475757345648617e+01
9.756269359421439447e+01,3.641012060286911378e+01,7.726602939550600979e+01
9.744369008179927505e+01,3.683097006073823820e+01,7.773311802060230491e+01
9.737203169569271211e+01,3.719318105622764392e+01,7.816114953154695399e+01
9.733255372138711436e+01,3.751627416079571020e+01,7.860333635328802870e+01
9.731305269762179933e+01,3.781462920679632589e+01,7.984532299909182029e+01
9.730602883554097104e+01,3.809582134638829132e+01,8.008738610835801808e+01
9.730777996946963526e+01,3.836262364285838800e+01,8.047175308475283373e+01
9.731642912909126153e+01,3.861625870669536198e+01,8.096799212695751180e+01
9.733014685110214259e+01,3.885880991377435834e+01,8.131723346095535021e+01
9.734627570119779705e+01,3.909390187207286260e+01,8.165486355305635868e+01
9.736112788191387324e+01,3.932617328871891260e+01,8.186612217483366294e+01
9.737042152003461126e+01,3.956009890191942446e+01,8.226260951498564111e+01
9.736968535878764897e+01,3.979931357895666366e+01,8.257078487450120008e+01
9.735492144028218320e+01,4.004616073324460501e+01,8.290199721596837890e+01
9.732325311772861198e+01,4.030165028733471644e+01,8.325360337295457214e+01
9.727363538356317463e+01,4.056549727784502579e+01,8.360693618201825927e+01
9.720744356182305523e+01,4.083620538213450857e+01,8.345245865794713325e+01
9.712871504208720808e+01,4.111120488862951561e+01,8.401017578567477528e+01
9.704380047623341454e+01,4.138712771074992247e+01,8.353583289654592647e+01
9.696033159765100606e+01,4.166024305044437881e+01,8.408891658219911847e+01
9.688564659846390725e+01,4.192705183604095964e+01,8.526820510067298642e+01
9.682515201270119576e+01,4.218491139750378238e+01,8.583530315163966407e+01
9.678123865138238102e+01,4.243247656695724856e+01,8.645176831992631605e+01
9.675317266506390013e+01,4.266981794717613496e+01,8.704402795234109647e+01
9.673793033822626342e+01,4.289819472746673767e+01,8.769105150842651142e+01
9.673151741469412457e+01,4.311959369831640743e+01,8.820348704597525114e+01
9.673018233731778537e+01,4.333621618743452331e+01,8.860480978763081339e+01
9.673113374756263738e+01,4.355005720076253795e+01,8.902540294658750497e+01
9.673269694689577136e+01,4.376269736362693408e+01,8.935054393626002422e+01
9.673410639362256802e+01,4.397531089037497054e+01,8.863576280626340065e+01
9.673514454551181529e+01,4.418884623799026912e+01,8.916580023386642040e+01
9.673584929982939684e+01,4.440421949738593810e+01,8.961531930865481854e+01
9.673629980823636743e+01,4.462241084222642939e+01,9.003237135353350595e+01
9.673655735262074984e+01,4.484437643040122623e+01,9.002618633950028482e+01
9.673663067432403295e+01,4.507087840918956090e+01,8.997839743106050037e+01
9.673651694390518685e+01,4.530234584204348636e+01,9.001009316161612617e+01
9.673620996011688078e+01,4.553890470869155394e+01,9.004061370452514268e+01
9.673570924465033727e+01,4.578056826412692004e+01,9.003311977218595530e+01
9.673501221441381404e+01,4.602747916765235203e+01,9.013935949954739613e+01
9.673410193750146391e+01,4.628005065990963374e+01,9.011028346810391554e+01
9.673293435962101228e+01,4.653887667418671725e+01,9.009487857588699455e+01
9.673143665952743220e+01,4.680443808125514238e+01,9.018303219871344822e+01
9.672952249153253490e+01,4.707672356510608580e+01,9.027613557100086439e+01
9.672712183455857371e+01,4.735495035990780366e+01,9.044430956056169180e+01
9.672421252295978888e+01,4.763750931626285023e+01,9.080247365143389970e+01
9.672082568250144163e+01,4.792216218235999747e+01,9.147162525419841472e+01
9.671700545280904748e+01,4.820639698845798193e+01,9.183475419142344265e+01
9.671272628123880111e+01,4.848780641675284642e+01,9.219183248486616833e+01
9.670780819248432181e+01,4.876437282223351843e+01,9.255286895763883592e+01
9.670188923103749801e+01,4.903461857765263687e+01,9.197476244411460300e+01
9.669448968951053303e+01,4.929766332249108984e+01,9.235456035438345168e+01
9.668514817949244389e+01,4.955322872405388068e+01,9.362000814725709574e+01
9.667356229063432238e+01,4.980162212893932150e+01,9.393035429471780162e+01
9.665966584707960862e+01,5.004367130272842701e+01,9.432493380135167627e+01
9.664361741385748417e+01,5.028059661149229953e+01,9.474522786941255958e+01
9.662572525685131097e+01,5.051383690662109416e+01,9.518403319857750944e+01
9.660635208558679210e+01,5.074486472207509280e+01,9.553483520354068048e+01
9.658584337763281269e+01,5.097507587789119299e+01,9.566009036633188600e+01
9.656448700372359895e+01,5.120576341907766249e+01,9.553656196710620918e+01
9.654250581299061196e+01,5.143822594588940689e+01,9.555258435137800177e+01
9.652006897305437860e+01,5.167395806305255235e+01,9.561254684278077320e+01
9.649731538189969626e+01,5.191484653737272481e+01,9.561412576500570992e+01
9.647437783261939614e+01,5.216320691274444954e+01,9.564486126924512632e+01
9.645139779857126427e+01,5.242148676378135974e+01,9.564033365851025792e+01
9.642850708289543604e+01,5.269162501123981457e+01,9.564015513839756011e+01
9.640577663034301281e+01,5.297425436768366325e+01,9.563447456140839620e+01
9.638314474370316987e+01,5.326810309282073774e+01,9.560842263067280555e+01
9.636036791339175522e+01,5.356995350721959426e+01,9.567500302233302989e+01
9.633703982854994763e+01,5.387523795598627174e+01,9.598416943356684783e+01
9.631267979536170287e+01,5.417908226158112228e+01,9.585628632495438239e+01
9.628685436839265321e+01,5.447737384744279154e+01,9.621405331159779450e+01
9.625926494052191629e+01,5.476748047628876037e+01,9.660846014898829992e+01
9.622975940279789597e+01,5.504843891643838560e+01,9.694527709001752669e+01
9.619827816680461297e+01,5.532067802846005833e+01,9.725370711766356635e+01
9.616478911781106831e+01,5.558548732267847470e+01,9.777052991098409507e+01
9.612927063324636379e+01,5.584444464776382233e+01,9.816891697841322184e+01
9.609176332035876555e+01,5.609894896100400530e+01,9.866331327829355757e+01
9.605245960658483284e+01,5.634991551431703982e+01,9.911510637716372685e+01
9.601176655486442257e+01,5.659766396965743240e+01,9.950016675723179560e+01
9.597028601880614929e+01,5.684202198925186877e+01,9.974823319550594647e+01
9.592870538225295718e+01,5.708260692498384969e+01,9.996976808238831325e+01
9.588765153243562622e+01,5.731917798113391171e+01,9.973152493395440388e+01
9.584757358563481944e+01,5.755187453301535783e+01,9.961089575207367375e+01
9.580871261114879189e+01,5.778127772028067000e+01,9.988720580863953558e+01
9.577114356954177765e+01,5.800827498812272154e+01,9.951914460235525439e+01
9.573485487816466843e+01,5.823386970123087281e+01,9.917836538426516313e+01
9.569982012312962638e+01,5.845904983945690958e+01,9.868437299069823609e+01
9.566604276358334857e+01,5.868475953468820450e+01,9.822993314404141074e+01
9.563356876223558345e+01,5.891194302483143019e+01,9.799839725894133835e+01
9.560246619809134927e+01,5.914156161759601105e+01,9.806599582975579210e+01
9.557276864194882648e+01,5.937455359443759306e+01,9.809323424841690553e+01
9.554439291075780716e+01,5.961172478992621393e+01,9.811655751804573811e+01
9.551707424902849652e+01,5.985366758000380116e+01,9.804534438822228992e+01
9.549036459881222072e+01,6.010076689139505390e+01,9.644654192618303057e+01
9.546372804647910471e+01,6.035327883059392917e+01,9.646206599082954369e+01
9.543670068339986301e+01,6.061142716495588445e+01,9.647995094345526468e+01
9.540904667517406779e+01,6.087542488771853755e+01,9.650242888511004935e+01
9.538083194449997393e+01,6.114540319588716955e+01,9.652613874511696679e+01
9.535237830066591869e+01,6.142127976326203509e+01,9.657371611948659051e+01
9.532411791514985566e+01,6.170261752827829582e+01,9.666729418614812630e+01
9.529641300138867166e+01,6.198852020442710398e+01,9.658706459194202409e+01
9.526941833351796163e+01,6.227762832816486593e+01,9.665392113155013476e+01
9.524304199598063292e+01,6.256827874034561887e+01,9.566538092431876805e+01
9.521701096220330385e+01,6.285882791466204367e+01,9.563188787785337297e+01
9.519099716988156956e+01,6.314802628613679758e+01,9.561290385202393338e+01
9.516473662450050597e+01,6.343526133698454572e+01,9.560255070419310641e+01
9.513809470954848280e+01,6.372055190795229151e+01,9.557438358490173869e+01
9.511106203049170915e+01,6.400431474767883344e+01,9.560205607943190387e+01
9.508372251285902621e+01,6.428706108722838053e+01,9.559362395742388685e+01
9.505622566364088755e+01,6.456919153458130722e+01,9.566100087069375491e+01
9.502879100651632882e+01,6.485096951398580245e+01,9.566445293596696331e+01
9.500174721141786449e+01,6.513264026178183030e+01,9.566689343018019542e+01
9.497558126465285966e+01,6.541459231025667975e+01,9.576739065648315830e+01
9.495094993834827335e+01,6.569743797962432552e+01,9.578388822887754372e+01
9.492859826656901134e+01,6.598192713177837732e+01,9.571164642746352058e+01
9.490916002500152615e+01,6.626869296560697364e+01,9.573241597324259544e+01
9.489289224660829802e+01,6.655793356992458598e+01,9.574686223913357708e+01
9.487946710831323571e+01,6.684919124451795369e+01,9.573425612606078516e+01
9.486796432614032426e+01,6.714138508448651521e+01,9.340245498480962283e+01
9.485710433288099352e+01,6.743310087246429418e+01,9.346723232626278843e+01
9.484562205541864444e+01,6.772298744628797351e+01,9.347835031726937416e+01
9.483259556851106709e+01,6.801003366683512752e+01,9.354128383579708839e+01
9.481758670570638969e+01,6.829358119802539306e+01,9.355914998211657974e+01
9.480057841177547573e+01,6.857310768630574671e+01,9.378523414900219279e+01
9.478180108008695015e+01,6.884795928228976436e+01,9.413252401976278350e+01
9.476155880953776034e+01,6.911723685096823999e+01,9.454655107855104745e+01
9.474011603240222712e+01,6.937993283325380389e+01,9.489612160938536078e+01
9.471764650134011276e+01,6.963526165475263952e+01,9.527181158951715645e+01
9.469422308649029674e+01,6.988300283763545906e+01,9.563126120558577270e+01
9.466983220895157558e+01,7.012366600426383911e+01,9.603538907448984219e+01
9.464440753084249991e+01,7.035838774860435763e+01,9.649723322907352951e+01
9.461787783152985298e+01,7.058861914622930556e+01,9.686699110675569102e+01
9.459022552460483269e+01,7.081577031326902727e+01,9.725599132334160402e+01
9.456153074873002140e+01,7.104095501112739441e+01,9.762858507163635124e+01
9.453200771486737608e+01,7.126490742398021894e+01,9.806780999600158566e+01
9.450201757698137328e+01,7.148801581334117827e+01,9.846583306099306299e+01
9.447205756695548473e+01,7.171038272275805525e+01,9.871960341240360037e+01
9.444272487708013841e+01,7.193183819934949952e+01,9.869689821707632404e+01
9.441465876442607907e+01,7.215188781923822603e+01,9.780992089954644086e+01
9.438847097783191487e+01,7.236963795492037832e+01,9.683535443092725359e+01
9.436467878531486519e+01,7.258377870439410628e+01,9.606642852178015346e+01
9.434365275751810032e+01,7.279270546385870944e+01,9.524985715993858548e+01
9.432558643367663365e+01,7.299482207687064772e+01,9.441511691885459356e+01
9.431048979762780959e+01,7.318897540283639103e+01,9.343228349859039383e+01
9.429820754731896670e+01,7.337487398217859891e+01,9.257392725677897261e+01
9.428846028409554947e+01,7.355332396883028423e+01,9.228746405351245130e+01
9.428090061897046326e+01,7.372619499987456493e+01,9.184427335012881599e+01
