x,y,phi
7.195352894393828080e+01,2.158450286358886316e+01,2.693790943656237391e-01
7.212807722975124136e+01,2.163269978027143736e+01,2.694420970584716635e-01
7.230562348496624736e+01,2.168173664978590409e+01,2.695061829841867707e-01
7.247984561819752969e+01,2.172991391708530529e+01,2.700659382994721747e-01
7.265157670805695034e+01,2.177744936686898214e+01,2.700149055233637130e-01
7.282380768715394481e+01,2.182515925707554771e+01,2.704549677185126844e-01
7.306071111829641040e+01,2.189084829302143476e+01,2.705179215220896438e-01
7.330019744050896691e+01,2.195808923676020541e+01,2.769300973203250860e-01
7.353211365179981840e+01,2.202537858627014344e+01,2.878524014091941030e-01
7.376441117932266422e+01,2.209587609559290655e+01,3.014392391828454310e-01
7.399602043360158632e+01,2.216961801537998866e+01,3.150432050052566768e-01
7.423075235226998814e+01,2.224795389707246329e+01,3.291626073024586097e-01
7.446179365076434920e+01,2.232860173148833383e+01,3.425160194457675944e-01
7.469012799530742086e+01,2.241171462788994617e+01,3.556620222306711154e-01
7.492021192301930910e+01,2.249907484644733202e+01,3.700875297898909566e-01
7.503698647812068145e+01,2.254533748273753346e+01,3.843139676048303310e-01
7.515462311181333632e+01,2.259395480115541233e+01,3.994965203081510263e-01
7.527003242743717237e+01,2.264367711100080172e+01,4.141076550360087705e-01
7.538753971991015135e+01,2.269634738258148587e+01,4.286540676293776331e-01
7.550256664715490729e+01,2.274986014738832907e+01,4.422221325259962366e-01
7.561848351701112847e+01,2.280584275098997793e+01,4.576151980646110951e-01
7.573020193940342892e+01,2.286184004689703997e+01,4.716566526506349444e-01
7.584294272022297889e+01,2.292035852211013847e+01,4.858909694835544801e-01
7.595388100909123352e+01,2.297952978424694237e+01,4.940822773948985724e-01
7.606585126665018493e+01,2.304036218610929510e+01,5.012728092699636484e-01
7.617758850385058622e+01,2.310212769548835610e+01,5.086690808113693008e-01
7.628718961123070130e+01,2.316382447917862564e+01,5.167496043645724013e-01
7.639680616559176940e+01,2.322670177692373983e+01,5.248304608918078484e-01
7.651265701119322671e+01,2.329440321811749826e+01,5.328863335542516344e-01
7.662136365858825116e+01,2.335894716241857338e+01,5.387276054508792766e-01
7.673256798916023058e+01,2.342590304455168138e+01,5.451935314802304200e-01
7.688809997052872802e+01,2.352137418950329106e+01,5.558685373851350864e-01
7.704137687506502630e+01,2.361795408675379448e+01,5.686492361520932848e-01
7.719589972843736803e+01,2.371832130060208499e+01,5.834401171957245280e-01
7.734645877375662337e+01,2.381913396900796087e+01,5.966058301023515753e-01
7.749692699565662224e+01,2.392285762000015836e+01,6.104645831394414079e-01
7.764228672227335437e+01,2.402615148010033153e+01,6.251561153872929877e-01
7.778822409073654853e+01,2.413317566183025420e+01,6.403722544635086500e-01
7.793221351801052776e+01,2.424199279652317074e+01,6.539442559159786006e-01
7.803176721135648108e+01,2.431889090358183836e+01,6.614587207889333076e-01
7.813139365102864531e+01,2.439704537262302608e+01,6.689465599114395866e-01
7.824130240206173426e+01,2.448474614343261635e+01,6.780226273371529055e-01
7.833908420027408681e+01,2.456408588790394987e+01,6.852795775016360391e-01
7.843675579069282833e+01,2.464460916605202456e+01,6.936406481605696950e-01
7.853301312254365030e+01,2.472520147516501510e+01,7.004604398390635867e-01
7.864153784540367553e+01,2.481750495723438377e+01,7.091423726977011954e-01
7.877725420495556818e+01,2.493494940561318174e+01,7.175535897147211628e-01
7.891347864278753832e+01,2.505463572042894427e+01,7.241730715931011808e-01
7.904724388368860843e+01,2.517375255566967596e+01,7.309008993616282757e-01
7.918068137009005625e+01,2.529436620397544644e+01,7.390262606056438033e-01
7.931264046505128817e+01,2.541548696140515773e+01,7.461708475373760585e-01
7.944453633058263620e+01,2.553825107535827854e+01,7.529389847836442939e-01
7.957592512345689784e+01,2.566245384759433179e+01,7.616416519933734142e-01
7.970439632353846093e+01,2.578587324027965977e+01,7.690489274439911149e-01
7.983569363076792058e+01,2.591395902034793153e+01,7.769858537809742893e-01
7.996477972053379801e+01,2.604254343361613877e+01,7.899165398095472357e-01
8.009049289634970137e+01,2.617133718824377198e+01,8.050868164366119517e-01
8.021431634735240834e+01,2.630212241365642001e+01,8.203819615483687322e-01
8.033439473090498950e+01,2.643288783732232261e+01,8.355715882752907664e-01
8.045478949334727758e+01,2.656809851784457166e+01,8.510231996411098399e-01
8.057214750041609364e+01,2.670381861335648921e+01,8.646293504451116885e-01
8.068768884795187546e+01,2.684122539906343619e+01,8.786230381844405413e-01
8.076761457176836245e+01,2.693901968839881178e+01,8.925864765887905339e-01
8.084612599783595499e+01,2.703712872608387130e+01,8.992235692971538574e-01
8.092519561482123436e+01,2.713751242688269016e+01,9.080097206490974626e-01
8.100198629321866406e+01,2.723662508077002542e+01,9.152354935993953777e-01
8.107874972499674016e+01,2.733724196528717343e+01,9.229096104873220074e-01
8.115517572478815111e+01,2.743908468467983397e+01,9.311284300289179860e-01
8.122987360072961849e+01,2.754032921632492759e+01,9.391740116856561738e-01
8.130599691202314716e+01,2.764530265179774560e+01,9.475828484549935204e-01
8.141161734768603253e+01,2.779346369880013512e+01,9.553791661382744493e-01
8.151534770002287189e+01,2.794165192916231177e+01,9.647743206298595720e-01
8.161679319653561038e+01,2.808991367234318304e+01,9.766880338609779111e-01
8.171660365355216982e+01,2.823983327521638387e+01,9.901554870963206190e-01
8.181419151720270122e+01,2.839078435151326829e+01,1.003634266826873400e+00
8.191006979770300234e+01,2.854319252823292175e+01,1.014890005290732367e+00
8.200400999753937015e+01,2.869667609031584732e+01,1.028231671660777780e+00
8.209709840951052229e+01,2.885317391590627523e+01,1.040153496530131561e+00
8.218812815323931886e+01,2.901061319746617428e+01,1.052983176710295288e+00
8.226332795158481304e+01,2.914480064371100809e+01,1.067010840374826408e+00
8.233683322493686774e+01,2.928054539923541100e+01,1.081999872997245538e+00
8.241032045904114511e+01,2.942133437359779435e+01,1.097459631241984868e+00
8.248014573630349844e+01,2.955997923437296748e+01,1.111043235174858701e+00
8.254769621305669602e+01,2.969902035712522803e+01,1.126052959449158397e+00
8.261232678700316967e+01,2.983737614139680616e+01,1.141519381872434735e+00
8.267749460027111752e+01,2.998258543896836770e+01,1.156386455548991554e+00
8.273888716111902397e+01,3.012515916110952219e+01,1.171993817717875919e+00
8.279820420024866223e+01,3.026770649691555803e+01,1.180945483610332580e+00
8.285636219092894805e+01,3.041064371967263469e+01,1.187804239663728501e+00
8.291382131990819460e+01,3.055486226303494846e+01,1.195506344234414708e+00
8.297011393532197587e+01,3.069915704243342347e+01,1.202161812002122909e+00
8.302495203333086238e+01,3.084259535486323855e+01,1.209100477472908608e+00
8.307916220026554299e+01,3.098740598933129675e+01,1.216087099290019680e+00
8.313399719590344716e+01,3.113712146546389548e+01,1.223330585949431004e+00
8.318675045358345699e+01,3.128412991686765210e+01,1.229196510700212741e+00
8.324574199126109875e+01,3.145276804586541530e+01,1.239382584029275147e+00
8.330306188966953584e+01,3.162274946306096979e+01,1.251734185400569022e+00
8.335763737901653769e+01,3.179183477497014465e+01,1.265433121725824561e+00
8.341141240600970264e+01,3.196735412022756151e+01,1.281566319954384303e+00
8.346129443788123581e+01,3.213926625502164569e+01,1.295216253193213207e+00
8.350867408285358806e+01,3.231180196073147926e+01,1.310373362417294629e+00
8.355337809086650225e+01,3.248413950219384105e+01,1.323611163054645878e+00
8.359649913741050398e+01,3.266012188398951821e+01,1.337389447367188788e+00
8.363226654720149611e+01,3.281343871699205295e+01,1.345819975649018785e+00
8.366626226638457808e+01,3.296442764634731049e+01,1.352851176306776537e+00
8.369911830431510680e+01,3.311545967807836632e+01,1.360329449746235930e+00
8.373048807126505721e+01,3.326479135949659849e+01,1.367149083548993005e+00
8.376099290497225525e+01,3.341472378623242889e+01,1.373008405221247674e+00
8.379060639503624941e+01,3.356499589838164610e+01,1.379439042180480302e+00
8.381953894326427701e+01,3.371784302321152182e+01,1.387998955753494634e+00
8.384715382914028226e+01,3.386986893452743175e+01,1.394220215502470550e+00
8.387800292219327503e+01,3.404568365715838496e+01,1.399981429708196723e+00
8.390791707266872379e+01,3.422144886186174517e+01,1.404454182348208180e+00
8.393735955750096878e+01,3.440041824920159286e+01,1.411036822682534941e+00
8.396545972792139878e+01,3.457818152671024592e+01,1.416997691962943895e+00
8.399211521042698791e+01,3.475359532933012474e+01,1.422986878171209391e+00
8.401777850723587449e+01,3.492945984221901057e+01,1.428798284136030272e+00
8.404246605011587690e+01,3.510600927332648524e+01,1.434928892563240854e+00
8.406608628440449138e+01,3.528369211168673303e+01,1.442343862499024576e+00
8.408846596256410066e+01,3.546347707398425797e+01,1.451562362955306718e+00
8.410895177422810320e+01,3.564096054421987958e+01,1.460199795160711078e+00
8.412772117095300928e+01,3.581748391110115648e+01,1.469532644042633507e+00
8.414481868639525430e+01,3.599435489547499856e+01,1.479325665964957626e+00
8.416050588535934196e+01,3.617494654660794140e+01,1.488970825293930655e+00
8.417419111353062533e+01,3.635364857110537429e+01,1.499757654038250898e+00
8.418647310478336010e+01,3.653981454328143030e+01,1.510079250080197388e+00
8.419638156059582457e+01,3.671969080704547395e+01,1.521454945130979564e+00
8.420370785132659819e+01,3.688217022359497577e+01,1.530017596505354183e+00
8.420973884040365931e+01,3.704362720869740144e+01,1.536902704777337814e+00
8.421464698895397305e+01,3.720460075511138598e+01,1.543728026436327783e+00
8.421867555021515273e+01,3.737028122594602308e+01,1.549243717453634872e+00
8.422167079040936244e+01,3.753379344375251492e+01,1.555716747057563687e+00
8.422341342127582209e+01,3.769622947371028943e+01,1.564420518622345879e+00
8.422378639228544728e+01,3.785805893225366248e+01,1.572562710297704447e+00
8.422293082154791932e+01,3.801948392616856864e+01,1.579630070392294083e+00
8.422140765841250243e+01,3.819815373198591146e+01,1.579012204211640347e+00
8.421999730539643281e+01,3.837877728179399384e+01,1.578196622974001873e+00
8.421863870210400194e+01,3.856063904279986332e+01,1.578336807739729064e+00
8.421701661632847902e+01,3.877100782118446887e+01,1.578676894946171805e+00
8.421567023329505730e+01,3.894924990984539193e+01,1.578022823838981736e+00
8.421432356992511359e+01,3.912783089732918285e+01,1.578651366297750824e+00
8.421294952414994839e+01,3.930769702119675202e+01,1.578219528880856481e+00
8.421162105071778115e+01,3.948591169133866430e+01,1.578281536293594467e+00
8.420955223011885948e+01,3.973697108143529988e+01,1.579791470994562630e+00
8.420718257734121437e+01,3.997968598103081206e+01,1.581326786465638401e+00
8.420413711007302027e+01,4.022500650592738225e+01,1.585093066845398635e+00
8.419986589840306124e+01,4.046794437113432252e+01,1.591658960996890526e+00
8.419396059358814455e+01,4.071109889668105097e+01,1.598496590518857507e+00
8.418645663607658491e+01,4.095275522868706730e+01,1.605180486648614124e+00
8.417739052041318359e+01,4.119373051894604743e+01,1.611621884163816798e+00
8.416621625661639428e+01,4.144615156566992908e+01,1.618449706972624691e+00
8.415705399977990453e+01,4.162650326809167467e+01,1.624660001678603249e+00
8.414684665466016611e+01,4.180482015433914711e+01,1.631293308355227012e+00
8.413545736746985426e+01,4.198330771385972326e+01,1.637746511917842707e+00
8.412295568494248243e+01,4.216173876230961781e+01,1.643746519063565614e+00
8.410942985428410168e+01,4.233933730321113131e+01,1.649871821388979365e+00
8.409397518930049387e+01,4.252538566114716190e+01,1.657476277377482932e+00
8.407693953100783801e+01,4.271307280004011631e+01,1.665152812320783493e+00
8.405945085749178247e+01,4.289143100179126833e+01,1.671922258923538296e+00
8.404095134350006902e+01,4.307223264277306640e+01,1.673599492703877978e+00
8.402272836919946997e+01,4.325033313962455139e+01,1.671920477846799757e+00
8.400444745890453646e+01,4.342995926993857836e+01,1.672517769865252024e+00
8.398333578641505426e+01,4.363560142136633146e+01,1.673682439820428414e+00
8.396504722857348213e+01,4.381238299800475033e+01,1.674082481224144825e+00
8.394609807738622465e+01,4.399503216152618990e+01,1.674262851547783759e+00
8.392559216805142341e+01,4.419232616479463616e+01,1.674457687788966087e+00
8.390685503831765857e+01,4.437214281967546725e+01,1.674788175483672648e+00
8.388171770072771949e+01,4.461222420640907416e+01,1.675451045033698572e+00
8.385183121825716057e+01,4.489781899508205498e+01,1.674675520693070352e+00
8.382597161732705615e+01,4.513983227891412042e+01,1.679813328045585141e+00
8.379870927174215467e+01,4.538245063910670041e+01,1.685574964236842499e+00
8.377007053882793741e+01,4.562477279446130751e+01,1.691295403038344913e+00
8.373905917684894007e+01,4.587407561541961343e+01,1.697810533137886324e+00
8.370650838259828674e+01,4.612206929470527683e+01,1.704803060738940168e+00
8.367289123570402865e+01,4.636590052487326830e+01,1.710803238721776198e+00
8.364756734425414209e+01,4.654177456499248677e+01,1.716801213819224126e+00
8.362068193291972307e+01,4.672071127475344099e+01,1.723062180339255400e+00
8.359301585103153798e+01,4.689697052626882368e+01,1.729914724342727972e+00
8.355789559863363536e+01,4.710978048926855877e+01,1.738791627618168967e+00
8.352512119224860498e+01,4.729849464334480302e+01,1.746715132255998171e+00
8.349333869439401212e+01,4.747353330724456555e+01,1.754112068749789755e+00
8.345912964386211286e+01,4.765368948138542748e+01,1.762783509170600338e+00
8.342351060783464334e+01,4.783512094803164416e+01,1.766522715951705624e+00
8.338826537591201316e+01,4.801508990964297396e+01,1.761855877407265014e+00
8.335426386322750147e+01,4.819224721990570970e+01,1.758981699707187873e+00
8.331958665503390193e+01,4.837172039693028580e+01,1.764340339513091438e+00
8.328531492035006067e+01,4.854967166485612040e+01,1.757774424354251908e+00
8.325200557362009590e+01,4.872850978249702081e+01,1.752106566419343814e+00
8.322016330032620601e+01,4.890648496077204754e+01,1.743567972517628295e+00
8.318964894861714754e+01,4.908535716754314393e+01,1.735957627660218439e+00
8.315981013021246326e+01,4.926699844993891730e+01,1.731273278019793693e+00
8.313099571442198510e+01,4.944437589887117213e+01,1.732399705882239571e+00
8.310136356016944603e+01,4.962581511392110656e+01,1.732969006347360619e+00
8.307193258478186237e+01,4.980557794244742809e+01,1.733186444834217577e+00
8.304284268405737635e+01,4.998378357406813421e+01,1.732027546871419688e+00
8.301395155054856900e+01,5.016134115608187471e+01,1.732166209973042159e+00
8.298470616734137195e+01,5.034076579370480431e+01,1.732575406653438455e+00
8.295579177522060377e+01,5.051789666309176852e+01,1.732637850954122705e+00
8.291625159775587406e+01,5.075976525438842657e+01,1.733043864606064410e+00
8.287638433459041210e+01,5.100324652487820742e+01,1.733145439518235964e+00
8.283674983948863257e+01,5.124457711842211438e+01,1.734007309456399692e+00
8.279648087650942045e+01,5.148778358169227687e+01,1.735758422107382737e+00
8.275648693985807824e+01,5.172854163655411952e+01,1.735061310447840954e+00
8.271654905487405074e+01,5.196901111092640235e+01,1.735692752342644640e+00
8.267570957667048503e+01,5.221432285394011075e+01,1.735833837045796191e+00
8.263477715024242798e+01,5.246080599454009530e+01,1.734886854820902657e+00
8.259524808099648396e+01,5.269996768553824040e+01,1.734307629180567023e+00
8.255548420801521559e+01,5.294110816158622157e+01,1.734142013218723521e+00
8.251599706142857826e+01,5.318152782070309570e+01,1.733029019395282200e+00
8.247607715223684011e+01,5.342529445534243138e+01,1.733207594757074421e+00
8.243631291526683924e+01,5.366792676110985383e+01,1.733270555510596722e+00
8.239529524127767957e+01,5.391736956977188555e+01,1.734279445405927378e+00
8.235475406021245703e+01,5.416306182962238580e+01,1.734381963520041925e+00
8.231396737833317445e+01,5.440999409138102294e+01,1.734601847288517629e+00
8.227424379941231791e+01,5.464946412867144687e+01,1.735759505436737404e+00
8.223430638163632977e+01,5.488937298520264818e+01,1.735746088102171569e+00
8.219424767730606618e+01,5.513005860371431766e+01,1.735694656442934081e+00
8.215407358404343086e+01,5.537125916069340548e+01,1.735985590285482383e+00
8.211361330484240284e+01,5.561405626301726812e+01,1.735857094993356275e+00
8.207368014170974391e+01,5.585359960262637458e+01,1.736108244380117682e+00
8.203355664371370892e+01,5.609374403846513246e+01,1.736587376581488540e+00
8.199331137130840830e+01,5.633388138139017087e+01,1.737104426147640490e+00
8.195246743538041301e+01,5.657718648569189668e+01,1.737129208939244718e+00
8.191109927163027749e+01,5.682270289376650396e+01,1.738316601327786204e+00
8.187047781645782152e+01,5.706237537708277330e+01,1.739059790090238033e+00
8.182865037053754520e+01,5.730559025210258284e+01,1.743155507056374232e+00
8.178610424870090867e+01,5.754573268880881898e+01,1.749138656234074052e+00
8.174171331812679853e+01,5.778724538837543179e+01,1.756003635007753916e+00
8.169613540687875286e+01,5.802641743175045264e+01,1.762204159528147684e+00
8.164834098380082139e+01,5.826882423500656927e+01,1.768726999342817852e+00
8.161196250780076866e+01,5.844732769754485702e+01,1.774953399612465121e+00
8.157506856320414101e+01,5.862242380342880210e+01,1.781977391561545776e+00
8.153653325718592271e+01,5.879889303123135846e+01,1.789602289458589235e+00
8.149723049128300545e+01,5.897320509834959523e+01,1.795520678876015408e+00
8.145562741805834150e+01,5.915218558644963309e+01,1.802850087688320446e+00
8.141240763364325517e+01,5.933227825696521762e+01,1.809806732543588481e+00
8.136864973818693159e+01,5.950890606226118251e+01,1.817488184611371516e+00
8.132415946435551746e+01,5.968301278345325755e+01,1.824466033599929871e+00
8.127897011416018813e+01,5.985563242579473098e+01,1.829206499995998270e+00
8.123193754056737248e+01,6.003382839866208087e+01,1.828491256162261047e+00
8.118723937846758076e+01,6.020897398685875856e+01,1.812845726073885277e+00
8.114543673371019850e+01,6.038453010344496619e+01,1.796271771238641346e+00
8.110670979668232405e+01,6.055870076146968017e+01,1.782903295008422262e+00
8.107040903502094409e+01,6.073350224493360372e+01,1.768205609598507033e+00
8.103623203906012407e+01,6.091107964033430733e+01,1.753662255297951500e+00
8.100501477845403997e+01,6.108809897284061208e+01,1.737039817569997036e+00
8.098447905778265010e+01,6.121638120494826296e+01,1.722023939535920256e+00
8.096590305355414330e+01,6.134061442789838736e+01,1.716419946313342271e+00
