var_x,var_y,var_heading
1.531318651655360075e+00,1.156574165866311565e+00,4.739763276221236341e-04
1.531826021063341425e+00,1.166247413030916169e+00,4.745243395006908376e-04
1.532456772349016783e+00,1.179025418679087167e+00,4.750915916408710829e-04
1.533088352132005783e+00,1.191828435398998520e+00,4.756539199925908785e-04
1.533629559832356160e+00,1.204575705864207258e+00,4.762041749561047622e-04
1.534047014639449147e+00,1.217814980816710468e+00,4.767897200728055595e-04
1.534312642979607233e+00,1.230862153940034620e+00,4.773511091144781314e-04
1.534448361380197356e+00,1.244046063142193903e+00,4.779170949326397235e-04
1.534449111775967989e+00,1.257131995535908597e+00,4.784679273085683639e-04
1.534293620226513166e+00,1.272008925739806617e+00,4.791700934898625070e-04
1.534121043922386018e+00,1.280671674181760977e+00,4.797260338041322170e-04
1.533831743639081147e+00,1.289347234697094002e+00,4.802798046222431423e-04
1.533425435799596892e+00,1.298007747601226169e+00,4.808281596629083673e-04
1.532913518471107572e+00,1.306748051132409660e+00,4.813831489685970019e-04
1.532316680984014523e+00,1.315555786095661706e+00,4.819431412222254592e-04
1.531622351971901441e+00,1.324386771475775548e+00,4.825028337789415557e-04
1.530820678212804653e+00,1.333164186029550669e+00,4.830530208314901767e-04
1.529921593302496552e+00,1.341941852223067277e+00,4.836005202852637023e-04
1.529165459439575381e+00,1.348935456575188985e+00,4.841475117858824837e-04
1.528366243625177701e+00,1.356076081171323722e+00,4.847147940938337338e-04
1.527521003423818025e+00,1.363187976037639970e+00,4.852753088681027163e-04
1.526639175866622455e+00,1.370290012075352282e+00,4.858318807944649693e-04
1.525701879122716598e+00,1.377353241773116244e+00,4.863806977906840823e-04
1.524686868990190902e+00,1.384538912673700217e+00,4.869469160925207264e-04
1.523649415118432549e+00,1.391657384966797251e+00,4.875003292875651289e-04
1.522562632946971917e+00,1.398783794944176151e+00,4.880531764823278947e-04
1.520832882310300782e+00,1.409449606652383391e+00,4.886043656466033946e-04
1.519019946928257925e+00,1.420196692429386065e+00,4.891606900065797450e-04
1.517102518835357738e+00,1.431225736031868312e+00,4.897427637053350163e-04
1.515131229372810306e+00,1.442157307004207079e+00,4.903114087081355882e-04
1.513127029391300615e+00,1.452984396178175874e+00,4.908658610325999797e-04
1.511047289467355670e+00,1.463815614734890636e+00,4.914180107009004286e-04
1.508895994341559632e+00,1.474757485440445048e+00,4.919781613981602563e-04
1.506657350570268949e+00,1.485736698073227391e+00,4.925396662027477614e-04
1.504290761285020039e+00,1.496806786380006749e+00,4.931089068192986025e-04
1.501803722056845647e+00,1.507816966546684734e+00,4.936714154024001919e-04
1.499186960207333108e+00,1.518709559228239581e+00,4.942225026153608970e-04
1.496422585284804985e+00,1.529726512900939639e+00,4.947857667678362634e-04
1.493536988234819729e+00,1.540670853748661751e+00,4.953422362462560260e-04
1.489964247131260411e+00,1.553637961612893692e+00,4.961229215801549533e-04
1.486782055133338387e+00,1.564709581295840035e+00,4.966931382954908186e-04
1.483464960073413330e+00,1.575788696551921886e+00,4.972653659857806255e-04
1.481254335552777857e+00,1.583162689737049433e+00,4.978308095276798035e-04
1.478653588184497991e+00,1.591698482068908849e+00,4.985869428830702046e-04
1.476315344740322999e+00,1.599266762351419846e+00,4.991811675884028077e-04
1.473964188537602471e+00,1.606728648734927711e+00,4.997592580000719464e-04
1.471603772878329108e+00,1.614083782809540457e+00,5.003213546681627545e-04
1.469227872717304484e+00,1.621409763240020174e+00,5.008783236693680656e-04
1.466816895036661572e+00,1.628716886105761485e+00,5.014328995617234027e-04
1.464384776778045794e+00,1.636006256603156572e+00,5.019843903871824570e-04
1.460560300759017549e+00,1.647194601547229853e+00,5.025647714795105324e-04
1.456738051931745659e+00,1.658214404273523623e+00,5.031270998312303280e-04
1.452809264793307520e+00,1.669371204099225681e+00,5.037029952770673280e-04
1.448872931388452523e+00,1.680474000211943375e+00,5.042713986704612647e-04
1.444862356778360279e+00,1.691588816473055035e+00,5.048413475232547618e-04
1.440797432450752646e+00,1.702712671775152176e+00,5.054117198005580146e-04
1.436756094422653618e+00,1.713697386461878525e+00,5.059663851817050540e-04
1.432585903698687657e+00,1.724915300444988198e+00,5.065440754073961957e-04
1.428411671947467543e+00,1.735899249206667827e+00,5.070999431945884088e-04
1.424051758615618724e+00,1.747069948395141292e+00,5.076783773547941274e-04
1.419482851152478631e+00,1.758459999290326925e+00,5.082840411072103151e-04
1.415059121194197411e+00,1.769247680694955749e+00,5.088304529828457240e-04
1.410472327248959878e+00,1.780184728536572836e+00,5.093957631474078408e-04
1.405786126582527995e+00,1.791078680212416785e+00,5.099615251375190462e-04
1.400892503083476459e+00,1.802157889720403805e+00,5.105526090361682317e-04
1.396059591105226927e+00,1.812831255747797021e+00,5.111068014869034250e-04
1.392738034027975358e+00,1.820039287182569243e+00,5.116789555953383216e-04
1.389405368965876963e+00,1.827079515939710630e+00,5.122325305579380214e-04
1.385989088706006900e+00,1.834097285551299361e+00,5.127912646235955685e-04
1.382316575285644999e+00,1.841438561938377738e+00,5.134126372182182783e-04
1.378759611369150706e+00,1.848324321488837185e+00,5.139705888405734016e-04
1.375156876156367503e+00,1.855110903989237725e+00,5.145225854522441971e-04
1.371484079046375815e+00,1.861835256135125682e+00,5.150755560359148322e-04
1.367744130517703605e+00,1.868511664712016129e+00,5.156309972890093987e-04
1.364028837319800180e+00,1.875143903683218927e+00,5.161787973927357744e-04
1.360205928383031893e+00,1.881902036815493728e+00,5.167517481680633908e-04
1.356385614356803382e+00,1.888540388909095702e+00,5.173121258641640583e-04
1.352536412562276746e+00,1.895183177411773778e+00,5.178763094034675952e-04
1.348666651629715441e+00,1.901817616365897301e+00,5.184420972176331755e-04
1.344828759019093933e+00,1.908319172327942015e+00,5.189909608440248850e-04
1.340962576416245389e+00,1.914814630166585818e+00,5.195427704152945012e-04
1.337065541197101748e+00,1.921265232479127283e+00,5.200942739888178784e-04
1.331158477534768458e+00,1.930812501695876815e+00,5.206429977306344190e-04
1.324982972475954757e+00,1.940527920348552815e+00,5.212262638383209417e-04
1.318733016883862463e+00,1.950154227483367864e+00,5.218114324592161785e-04
1.312612923781415475e+00,1.959372412961572163e+00,5.223608685263344360e-04
1.306412319746109274e+00,1.968499717456494214e+00,5.229133796625310814e-04
1.300104240793800603e+00,1.977540867417434178e+00,5.234722591605605029e-04
1.293659411037133333e+00,1.986555823807509391e+00,5.240443699877614424e-04
1.287082755709749948e+00,1.995540399763662043e+00,5.246296786859748051e-04
1.282781686015072253e+00,2.001300243780470112e+00,5.251857854037698600e-04
1.278461481228603480e+00,2.006929993369498177e+00,5.257357942099743098e-04
1.274100093646342691e+00,2.012464241661891862e+00,5.262862019884832808e-04
1.269570301216572883e+00,2.018048381621660781e+00,5.268689656506375749e-04
1.264664674462968152e+00,2.023917000247590803e+00,5.275404848921888545e-04
1.260106102613838930e+00,2.029237473410915982e+00,5.281121673235028872e-04
1.255556847321115388e+00,2.034400459934949001e+00,5.286730377224011694e-04
1.251045696251536166e+00,2.039391773253082185e+00,5.292177379049107979e-04
1.246457970275089311e+00,2.044375515183123326e+00,5.297771394042956631e-04
1.241893574409276946e+00,2.049206237134215680e+00,5.303246811981398743e-04
1.237326157099473134e+00,2.053919982539185174e+00,5.308675964791791709e-04
1.232731648124595569e+00,2.058543950495151265e+00,5.314120939723397706e-04
1.228014922336266634e+00,2.063188773467739878e+00,5.319824662496430235e-04
1.223278808833536235e+00,2.067718431686613734e+00,5.325522250446155853e-04
1.218598193857743039e+00,2.072083749358403004e+00,5.331050041686329673e-04
1.213922489869322385e+00,2.076342841135796924e+00,5.336537872532434246e-04
1.207990229016991712e+00,2.081667215357887457e+00,5.342091730689297463e-04
1.201870989688467839e+00,2.087100659855881446e+00,5.348020576187435642e-04
1.195109440709297921e+00,2.093062455510247943e+00,5.355306523615762076e-04
1.189263046888797914e+00,2.098143788129117393e+00,5.360758002833507707e-04
1.183407792951882476e+00,2.103180168224015656e+00,5.366246766274060994e-04
1.177465532768350531e+00,2.108248590925849264e+00,5.371928427758193222e-04
1.171633225377722187e+00,2.113174479587486942e+00,5.377425715389717647e-04
1.165819321951607757e+00,2.118037233286812260e+00,5.382914436437895517e-04
1.158880294994544480e+00,2.123653833321707207e+00,5.388410918017070509e-04
1.151568971103190897e+00,2.129417333815646796e+00,5.394529612449477322e-04
1.144677589369602622e+00,2.134678727847975299e+00,5.399969310782725849e-04
1.137681789804795063e+00,2.139836104825538321e+00,5.405582901092856720e-04
1.130719575467783233e+00,2.144805517319257060e+00,5.411159383083585274e-04
1.123642681672712307e+00,2.149686443139879888e+00,5.416942810824010692e-04
1.116642993228098124e+00,2.154361926601565447e+00,5.422628786221592471e-04
1.109667714908464609e+00,2.158869784180561968e+00,5.428306825283569712e-04
1.105046232801303763e+00,2.161867411578140885e+00,5.434009467742651964e-04
1.100541578519046881e+00,2.164743523044939000e+00,5.439454949362269821e-04
1.096033467879024226e+00,2.167580230197931890e+00,5.444941211932763023e-04
1.091452132010938270e+00,2.170415671226404886e+00,5.450642255714972968e-04
1.086919273452052304e+00,2.173168238130850582e+00,5.456254259880650211e-04
1.082307186355542461e+00,2.175935784235714543e+00,5.462108441333474130e-04
1.077870353857529828e+00,2.178556802762293909e+00,5.467558695421392530e-04
1.073421332788018656e+00,2.181128735355900794e+00,5.473071691643134401e-04
1.066689873647524545e+00,2.185051684820190410e+00,5.478722083201809047e-04
1.059894670340214118e+00,2.189042510171419931e+00,5.484571099651247041e-04
1.053224177732206002e+00,2.193003360289424553e+00,5.490298268785762754e-04
1.046716404423409852e+00,2.196886506568520137e+00,5.495831294041771250e-04
1.040176837366953544e+00,2.200805511492069044e+00,5.501504849800547148e-04
1.033602630236209796e+00,2.204783255078955673e+00,5.507333928000814971e-04
1.027269245879662396e+00,2.208649918917611199e+00,5.512829942945116860e-04
1.020950591397289164e+00,2.212533108002570525e+00,5.518388066230135247e-04
1.012813446651996019e+00,2.217511486159546852e+00,5.523979898790775138e-04
1.004870035046260046e+00,2.222407699098542189e+00,5.529419090705149815e-04
9.968914666282047143e-01,2.227238733157949735e+00,5.535003608802980396e-04
9.890114878152386213e-01,2.231989355032824029e+00,5.540559556668085131e-04
9.807762694972284034e-01,2.236917966349471598e+00,5.546756244514117196e-04
9.731025809431423923e-01,2.241456045433275701e+00,5.552241659461377944e-04
9.654936652629598770e-01,2.245857207538447309e+00,5.557736613945543245e-04
9.579187252634677741e-01,2.250164931371293697e+00,5.563292348557105551e-04
9.521593212927474958e-01,2.253292634496467883e+00,5.568758624682485902e-04
9.463800053014893576e-01,2.256243662048891707e+00,5.574330364667074485e-04
9.407051634563501352e-01,2.258930191114670194e+00,5.579766687319787132e-04
9.350370454068011039e-01,2.261390111455997332e+00,5.585259521190635325e-04
9.292291285485019259e-01,2.263703331021571952e+00,5.591113483741135676e-04
6.635537010580310202e-01,1.174124183418529421e+00,3.146230935339290689e-04
6.610576483657536473e-01,1.174578282861145961e+00,3.151666836105605990e-04
6.585880095758108732e-01,1.174924398331098629e+00,3.157114893753778812e-04
5.045566387846750489e-01,6.348733138421853717e-01,1.892489637924294789e-04
4.285451885227813396e-01,4.394230290130863303e-01,1.421274568967280556e-04
3.795751112500623803e-01,3.374207763081782940e-01,1.170802223555741087e-04
3.445090319129623380e-01,2.744394293268537233e-01,1.014172816077296566e-04
3.178586330639246449e-01,2.315542373969107781e-01,9.066380691648040675e-05
3.174387963115438693e-01,2.315954413095190068e-01,9.120791602715084330e-05
3.170220028623376152e-01,2.316368242536265831e-01,9.175491175973851242e-05
3.060627472834155927e-01,2.148037234212770152e-01,8.775599547466542995e-05
2.957787357121964278e-01,2.002909233945568135e-01,8.432297259788694953e-05
2.864357914673354433e-01,1.876512070819571498e-01,8.135078129082120874e-05
2.778941754991831048e-01,1.765399382826867425e-01,7.875820225613709800e-05
2.700448062740505306e-01,1.666920626756227819e-01,7.647808304368391736e-05
2.692289499907891126e-01,1.667241949563024461e-01,7.703854212792522369e-05
2.684337304887379205e-01,1.667543047697944980e-01,7.758760077468287823e-05
2.676503426649011752e-01,1.667849604415513054e-01,7.813822507742043612e-05
2.554835438492347732e-01,1.528396626378697720e-01,7.433423630927978520e-05
2.448184497487950473e-01,1.411090492480154557e-01,7.114239748270108159e-05
2.353558480992096746e-01,1.311009633800565843e-01,6.845092475200530125e-05
2.268966762144180305e-01,1.224568692920946361e-01,6.613930816949779867e-05
2.192727685521489445e-01,1.149090370811360062e-01,6.414047840411046776e-05
2.185258243175504655e-01,1.149359479871570472e-01,6.470101888240230412e-05
2.177920856027860397e-01,1.149594996905238392e-01,6.525809037751957305e-05
2.149758329844859150e-01,1.126382126757713709e-01,6.500789306945173361e-05
2.122417778495396812e-01,1.104080381762639756e-01,6.475432427784732863e-05
2.097487859871300930e-01,1.082725912195492413e-01,6.451921847152877418e-05
2.073004109759968017e-01,1.062215504654548948e-01,6.434390210663824068e-05
2.049321865367012552e-01,1.042448698893042452e-01,6.413908043042534446e-05
2.044028950678052070e-01,1.042625212678925523e-01,6.469495674996938463e-05
2.038821491565357968e-01,1.042774169432148790e-01,6.524657081288910774e-05
1.992410887688528531e-01,9.966261423898954697e-02,6.396520248857906065e-05
1.949470466218741760e-01,9.544149964464493374e-02,6.281688635544249559e-05
1.909456608577483616e-01,9.156810723895436599e-02,6.180778034888365525e-05
1.872032431591362511e-01,8.800391465849043138e-02,6.091377846620372826e-05
1.866308858070725996e-01,8.802299515688048748e-02,6.147193099162115166e-05
1.860549403274092406e-01,8.804424611964251079e-02,6.205147106098258538e-05
1.854947877484769692e-01,8.806203258055175787e-02,6.261076557302687365e-05
1.808000252335666691e-01,8.412458943772614661e-02,6.133101628369745303e-05
1.764480229520490051e-01,8.054268919467229282e-02,6.019135112828763288e-05
1.723957731913254299e-01,7.727049804208999118e-02,5.917336834322864386e-05
1.686002191148441021e-01,7.426988824599894956e-02,5.827574761780112241e-05
1.650515963145358089e-01,7.150332508765711026e-02,5.744431505411554172e-05
1.644848688614906629e-01,7.154042107137957573e-02,5.800427305260833112e-05
1.617245140475001841e-01,6.969560916689866714e-02,5.755591490794046469e-05
1.590745084963066103e-01,6.795610872871371555e-02,5.714995501765889231e-05
1.565353402779962599e-01,6.630941513011703869e-02,5.676580950823557312e-05
1.540842347455153860e-01,6.475113669188434229e-02,5.643465464164575796e-05
1.517315982815790887e-01,6.327168059923579668e-02,5.611635022926983002e-05
1.511883009710699166e-01,6.330577365002831858e-02,5.667633820094904819e-05
1.506524654260662788e-01,6.333965488960105472e-02,5.723208654209209294e-05
1.478705132097292152e-01,6.136535571950262058e-02,5.659508457203207203e-05
1.452329747483937505e-01,5.951913654482271498e-02,5.600441404606438281e-05
1.427213023126326918e-01,5.778734497608387088e-02,5.546919348895073946e-05
1.403240510561560295e-01,5.616294918458294289e-02,5.498114168674895006e-05
1.380331091545126676e-01,5.463472488895554369e-02,5.453190036874835879e-05
1.374809005462325762e-01,5.468122955150325759e-02,5.510636807291772294e-05
1.369361929605582562e-01,5.472830595949633448e-02,5.567592388659082543e-05
1.364010306142544593e-01,5.477462255884145426e-02,5.623636155232739883e-05
1.341634815889428123e-01,5.333011484711241978e-02,5.573656565168177442e-05
1.320183321136976784e-01,5.196537773978777280e-02,5.528195179304925009e-05
1.299463339733155087e-01,5.067783312730592821e-02,5.489266675229843525e-05
1.279546959820193341e-01,4.945664873660637201e-02,5.453466344452792916e-05
1.260427884082295502e-01,4.829635614353116474e-02,5.419375986810746979e-05
1.255065249177969577e-01,4.834132261807342484e-02,5.475174995846237474e-05
1.249777665312518105e-01,4.838522149934548072e-02,5.530589555320466647e-05
1.238209484504741859e-01,4.800764336881543221e-02,5.546745612597876648e-05
1.226833326764779630e-01,4.763896186065661592e-02,5.561974458964991005e-05
1.215648533008359677e-01,4.727855211592280754e-02,5.576198437744011948e-05
1.204433541665239360e-01,4.693026853896910267e-02,5.594825300798428748e-05
1.193147232206328984e-01,4.659698425476822836e-02,5.618746229433003043e-05
1.188048869854356066e-01,4.664801786565081487e-02,5.676871555642486585e-05
1.183144037020346234e-01,4.669641139462430562e-02,5.731465803422764637e-05
1.178283668755964186e-01,4.674564493792429665e-02,5.786300460046134704e-05
1.173478989710416281e-01,4.679508109293613327e-02,5.841155880911849896e-05
1.168693364905431381e-01,4.684508296385021114e-02,5.897082764572354128e-05
1.150398743000378560e-01,4.582464254050973990e-02,5.835213358778963363e-05
1.132810912708572537e-01,4.485261499041305611e-02,5.778468604414373623e-05
1.115855161281622682e-01,4.392491911698983426e-02,5.726897925405038107e-05
1.099320744709084696e-01,4.304253231173539584e-02,5.683844465138630862e-05
1.083463105639382862e-01,4.219571405448545309e-02,5.641337636477212174e-05
1.068059199841662199e-01,4.138629285026012433e-02,5.603558241143395528e-05
1.053150037333954320e-01,4.060997949124385553e-02,5.568138248612057979e-05
1.038501695708713840e-01,3.986991038802934623e-02,5.539567902966616153e-05
1.024412562728238552e-01,3.915596897882404892e-02,5.509616737375129492e-05
1.019383202512207653e-01,3.920959203818571298e-02,5.567240591500761178e-05
1.005597731633312841e-01,3.852195487827498460e-02,5.536087712123487458e-05
9.921014806075650894e-02,3.786248252237504885e-02,5.508922545738217501e-05
9.789809807113634965e-02,3.722716301442502429e-02,5.482881552010416268e-05
9.660119526401307610e-02,3.661944206495815202e-02,5.462751361403383522e-05
9.517724142523147079e-02,3.603155492135166893e-02,5.442310106233630570e-05
9.378179545383490134e-02,3.546471171269623135e-02,5.423195029670109453e-05
9.241723782274233190e-02,3.491706186039515020e-02,5.404537208646476346e-05
9.105494460516083688e-02,3.439250964065780625e-02,5.391160451897198248e-05
8.973699699647870454e-02,3.388230327802126823e-02,5.375102062140387057e-05
8.843398241401491389e-02,3.339060660996982788e-02,5.361470929467249439e-05
8.715704306957948455e-02,3.291428537844645619e-02,5.347955534983134853e-05
8.589905518890424141e-02,3.245373207391623327e-02,5.335680162306207408e-05
8.466098053653473010e-02,3.200792182560362881e-02,5.324283654648962122e-05
8.342322515260115756e-02,3.157966093179110506e-02,5.317158764769034529e-05
8.274092563166300651e-02,3.164496050125256699e-02,5.383208643039985385e-05
8.152716103482507415e-02,3.122636090946032117e-02,5.371371501160141870e-05
8.034001384661462741e-02,3.081895748372762145e-02,5.358849745692115127e-05
7.916702919801149596e-02,3.042447402759542938e-02,5.347869878385745699e-05
7.799318949851051508e-02,3.004519064469859946e-02,5.341110335949097684e-05
7.685509233258006057e-02,2.967332302460959359e-02,5.331316959622865823e-05
7.587854942595093077e-02,2.945229593251795508e-02,5.341120564143108295e-05
7.491355593683417247e-02,2.923619441664121119e-02,5.350466492410128796e-05
7.395056858275725342e-02,2.902675389447860119e-02,5.361213810702660258e-05
7.299507786800787934e-02,2.882266316584490909e-02,5.372217095115714553e-05
7.205184365302817751e-02,2.862276371608470441e-02,5.382480512814090650e-05
7.112556910491943385e-02,2.842583889107410181e-02,5.391009112762836251e-05
7.020642323776243865e-02,2.823367089350637196e-02,5.399774963683108309e-05
6.929128946880035167e-02,2.804678341208447293e-02,5.409398412127017160e-05
6.838727586618643939e-02,2.786344695370854274e-02,5.418347804334849708e-05
6.748909045322050437e-02,2.768470603366597269e-02,5.427735546841922160e-05
6.693426419807758931e-02,2.774272354970290858e-02,5.483452092457281619e-05
6.605093721765042947e-02,2.756589889061776197e-02,5.489375747776993868e-05
6.516829127235743147e-02,2.739455603510145693e-02,5.496908856893110127e-05
6.430146343118244012e-02,2.722504970490710607e-02,5.502649491712267664e-05
6.342927924074355517e-02,2.706233847332076975e-02,5.511381628331953536e-05
6.257630113009107764e-02,2.690024886965851347e-02,5.517412872124503171e-05
6.205324047445754526e-02,2.695980746050852597e-02,5.573659438949351273e-05
6.136643638101974690e-02,2.691453753036814056e-02,5.599843234677382824e-05
6.069377531010852062e-02,2.686849929172636584e-02,5.623903036759072703e-05
6.002774881721056194e-02,2.682368588980669696e-02,5.647662188502234590e-05
5.936466953193427626e-02,2.678080962936080570e-02,5.672008142951680823e-05
5.870980354260421641e-02,2.673861016758848075e-02,5.695606025771471305e-05
5.823374026003264037e-02,2.679960612053697983e-02,5.752438600184527420e-05
5.777307292258294230e-02,2.685905149738290407e-02,5.807722468753568024e-05
5.731984844716986327e-02,2.691904416643017134e-02,5.863616835292200197e-05
5.669568469674049482e-02,2.687474853110978848e-02,5.880925419806486539e-05
5.605951793473689521e-02,2.683706680346756301e-02,5.903290160040311409e-05
5.544854709067088133e-02,2.679523733125798932e-02,5.919756948026516614e-05
5.502775990244810483e-02,2.685731145348912302e-02,5.975940020009621516e-05
5.462182821423301055e-02,2.691855371944141054e-02,6.030695046215096806e-05
5.421042482343237101e-02,2.698555595605664839e-02,6.090644458436800712e-05
5.382341548785116170e-02,2.704824911938825960e-02,6.145993866023510594e-05
5.353759205056059234e-02,2.711280126928183529e-02,6.204421468230813554e-05
5.326338174748691812e-02,2.717561922319547407e-02,6.260378738272012408e-05
5.299795034780381553e-02,2.723831650899368254e-02,6.315288842979336411e-05
5.273925167834730976e-02,2.730177434603273806e-02,6.370147654298690743e-05
5.248649772434598598e-02,2.736680242237187269e-02,6.425508130745148129e-05
5.224099467081354947e-02,2.743254470759331348e-02,6.480647865160718969e-05
5.199894322198890528e-02,2.750169386594380344e-02,6.537950305999785895e-05
5.176256076809414991e-02,2.757325692817397256e-02,6.596356478480921710e-05
5.153706832902317514e-02,2.764339098140330964e-02,6.652425521498045815e-05
5.140998918781591182e-02,2.770855559992449479e-02,6.707582253103575877e-05
5.128635715675016610e-02,2.777436324903145848e-02,6.762631097045707312e-05
5.116365167287237337e-02,2.784586148880533255e-02,6.822151088330176438e-05
5.104704545271616933e-02,2.791301064870541082e-02,6.876994219679747526e-05
5.093371805647193412e-02,2.798116241543039534e-02,6.932037969179712122e-05
5.082382288042203849e-02,2.805010517648460697e-02,6.987059221046658570e-05
5.071602368346297962e-02,2.812389651198915139e-02,7.045492071949340407e-05
5.061273138652697817e-02,2.819615232460203832e-02,7.101764819381080178e-05
5.051305258725456021e-02,2.826770647844978682e-02,7.156927075637324631e-05
5.041527333684141243e-02,2.834411163605654940e-02,7.215779708029115499e-05
5.032137425001993736e-02,2.841899782387811990e-02,7.272794898440245012e-05
5.023097616338882687e-02,2.849317566924676817e-02,7.328728201071064649e-05
5.014406197450640978e-02,2.856764450161576596e-02,7.384222442673147343e-05
5.006032742355027293e-02,2.864295164005032160e-02,7.439854878670778312e-05
4.998001606704970817e-02,2.871833123658957057e-02,7.494894807493821909e-05
4.990271215750859135e-02,2.879664027916508523e-02,7.551679941104360075e-05
4.976118643782174999e-02,2.889438956554588392e-02,7.613976072573789319e-05
4.963156621992576706e-02,2.898590740735133842e-02,7.669957315159284228e-05
4.950975899971848948e-02,2.907899254253342239e-02,7.725490779674257886e-05
4.939579783622077142e-02,2.917350623024022455e-02,7.780378414079789403e-05
4.928876084408129188e-02,2.927103695289773322e-02,7.835916569218282000e-05
4.918824666839754362e-02,2.937459092026318760e-02,7.894007436897502149e-05
4.909608234221141121e-02,2.947688002577604841e-02,7.949466730625792102e-05
4.901048846368368656e-02,2.958581807624336216e-02,8.007835738415380693e-05
4.894714920381493251e-02,2.968710803317142766e-02,8.062655142181776341e-05
4.888989328032794512e-02,2.979526651671556697e-02,8.120238607659231256e-05
4.883862095998762337e-02,2.990287164758662075e-02,8.175490997264042877e-05
4.879316881553799612e-02,3.001276531055390578e-02,8.230311248355720566e-05
4.875367797614560406e-02,3.012723822671371093e-02,8.286071368077246846e-05
4.872052254769829865e-02,3.024853734775937233e-02,8.344094221071664806e-05
4.869242536591066733e-02,3.036838560718053623e-02,8.399036555368839428e-05
4.867024723402457731e-02,3.049351749899774713e-02,8.455065758444671540e-05
4.867057208174030425e-02,3.060101875049560036e-02,8.509905076086415985e-05
4.867496849386388630e-02,3.071343186257073296e-02,8.566999793719805593e-05
4.868131492103918573e-02,3.082486184001354337e-02,8.622304936934250793e-05
4.869045369994170341e-02,3.093780125819507384e-02,8.677459543747790822e-05
4.870248428188937023e-02,3.105261519614897769e-02,8.732632850135469609e-05
4.871878824054320933e-02,3.117269444338219980e-02,8.789991614253377691e-05
4.873723657462886161e-02,3.129286296289050806e-02,8.846212435604249339e-05
4.875803466884723325e-02,3.141374753591995306e-02,8.901766796239027921e-05
4.876668677909905963e-02,3.157071177646397775e-02,8.957327554430978566e-05
4.878390692633330361e-02,3.173872688177011014e-02,9.016531445962866671e-05
4.880706093195723294e-02,3.190973318727593350e-02,9.074882531482783771e-05
4.883478864484404325e-02,3.208058362155658677e-02,9.130941720293343094e-05
4.886742171141676694e-02,3.225299608437304927e-02,9.185611673723472945e-05
4.891038193719828009e-02,3.244031210859903147e-02,9.245383558174874840e-05
4.895491113034385749e-02,3.262172624378684160e-02,9.300050550063336053e-05
4.900768121509425229e-02,3.281347567151181310e-02,9.357254275349371033e-05
4.906549543074881919e-02,3.300920472783963611e-02,9.413617199322672996e-05
4.912759694525414833e-02,3.320843868211553057e-02,9.468708081407678121e-05
4.919535810504237910e-02,3.341477950927559948e-02,9.524053232035313750e-05
4.926762189552871124e-02,3.362611503553214476e-02,9.578776930222849758e-05
4.934496245555764632e-02,3.384457336032411362e-02,9.633579388858763248e-05
4.942937324806490756e-02,3.407455322211484089e-02,9.690151714372242985e-05
4.951676973057388825e-02,3.430840309433929453e-02,9.745358177794261056e-05
4.960842222245878674e-02,3.454949304276504901e-02,9.800425278756684489e-05
4.971747946076041785e-02,3.477981995033803397e-02,9.877704585228384967e-05
4.980140348948301071e-02,3.496858940102118285e-02,9.932892768540587856e-05
4.988656005494498946e-02,3.516098563772656477e-02,9.987814322150844598e-05
4.998577261633715269e-02,3.538005675692110913e-02,1.005257588215447068e-04
5.007513076618118342e-02,3.558347846091824973e-02,1.010840567036350022e-04
5.016488966163330787e-02,3.578974314502514353e-02,1.016354115589085334e-04
5.025709608151550378e-02,3.600317162231036344e-02,1.021967148579680767e-04
5.035428767190337773e-02,3.622838161874075702e-02,1.027870159544074359e-04
5.044872948914205790e-02,3.645159859959375831e-02,1.033489410357726218e-04
5.054242186682616350e-02,3.667663446491594564e-02,1.038987249532803632e-04
5.063893282547361763e-02,3.691025186423498028e-02,1.044631277094169543e-04
5.076154221098883035e-02,3.719741698927857276e-02,1.052184403040602826e-04
5.086289950267458559e-02,3.744937660906118293e-02,1.058090887599339217e-04
5.096303800793984540e-02,3.770279257630088088e-02,1.063859703372274575e-04
5.106326097751550525e-02,3.796059352468206943e-02,1.069597660112187607e-04
5.117415166924680486e-02,3.827541163866160501e-02,1.075261996182818789e-04
5.128987080488300876e-02,3.860202386499966831e-02,1.081108912266147176e-04
5.140253137108734965e-02,3.893019006524620074e-02,1.086735972391263399e-04
5.151648572932954889e-02,3.926838988210783199e-02,1.092416253768844532e-04
5.162939490450624974e-02,3.961134144568016074e-02,1.097999360854721269e-04
5.174282558884143318e-02,3.996434371106362404e-02,1.103619855646022425e-04
5.185987070636306762e-02,4.033528244799917256e-02,1.109488099193760952e-04
5.197491220690277081e-02,4.070973259357631852e-02,1.115218083390866302e-04
5.208672578794085878e-02,4.108473618142463590e-02,1.120739835188880855e-04
5.219953330246972223e-02,4.146724616385139006e-02,1.126269966536503855e-04
5.231702368677306619e-02,4.186910940662698366e-02,1.132086076946300137e-04
5.243025452127997310e-02,4.226571064220449592e-02,1.137580819350716873e-04
5.254388334691525997e-02,4.267184410540816181e-02,1.143105718051767839e-04
5.265827688643168192e-02,4.308755676907416454e-02,1.148667510656343896e-04
5.277742271514141575e-02,4.352518782328911734e-02,1.154544962833026575e-04
5.289174434459970736e-02,4.395619278359633175e-02,1.160080627312311166e-04
5.301797048815044128e-02,4.447278784003289021e-02,1.165674556712522199e-04
5.314322881582591446e-02,4.499768977191795361e-02,1.171203539218242920e-04
