var_x,var_y,var_heading
1.185192352255891590e-01,7.581196068817329381e-02,2.493712087346946441e-04
1.209835217233142940e-01,7.575678675072541890e-02,2.501347639931935252e-04
1.230878983618389766e-01,7.569965994027659517e-02,2.506829114291375215e-04
1.252212852789937603e-01,7.564402735579606185e-02,2.512331451700245593e-04
1.273950583412132853e-01,7.558802091658907429e-02,2.517913276202687661e-04
1.295731483284897623e-01,7.553271399114118434e-02,2.523393056121111091e-04
1.325171326106046876e-01,7.544721156592371081e-02,2.529284071264617496e-04
1.354041813150321794e-01,7.536501989355004483e-02,2.534790144453680011e-04
1.383669819069959783e-01,7.528846064717815978e-02,2.540415401948692398e-04
1.413455325767054294e-01,7.522114401051180343e-02,2.545932775090175627e-04
1.443716161984731627e-01,7.516171194077921058e-02,2.551461544860492646e-04
1.474232507215609000e-01,7.510968467298247131e-02,2.556924437067498537e-04
1.505104582012504189e-01,7.506463183983089205e-02,2.562359030090017773e-04
1.537948540783292961e-01,7.502815338430537939e-02,2.568325385030491965e-04
1.563053527763984818e-01,7.501720960452808173e-02,2.573951543804458165e-04
1.588147734903531394e-01,7.501143277540706089e-02,2.579455281982334538e-04
1.613544694247801004e-01,7.501096312757893347e-02,2.584973930281410132e-04
1.639211444331734602e-01,7.501523697295067739e-02,2.590493683836246229e-04
1.665033582389190692e-01,7.502428147588277585e-02,2.595966900269784400e-04
1.692414330402499667e-01,7.504355515973963608e-02,2.601979886814922418e-04
1.720356995082729934e-01,7.507012541104811365e-02,2.608107401954018706e-04
1.747175008430336129e-01,7.509761340508733229e-02,2.613648474548961207e-04
1.774646930225412811e-01,7.512561493945583979e-02,2.619347228725016742e-04
1.801960957295985766e-01,7.514972672379177654e-02,2.624876977112078694e-04
1.829780195903925322e-01,7.517594769787329378e-02,2.630501247574882728e-04
1.862055504502578840e-01,7.521667339199565594e-02,2.637874000231338941e-04
1.889995978482379713e-01,7.524284546709533728e-02,2.643323409482352913e-04
1.919157516490269944e-01,7.527185035623167042e-02,2.649140916401036458e-04
1.951022068799833642e-01,7.530843864277787791e-02,2.655928985028110944e-04
1.980294652718231629e-01,7.533666095685620512e-02,2.661567984129503683e-04
2.017698343234400060e-01,7.535622598714143694e-02,2.667013761328014391e-04
2.062885475747262554e-01,7.539005656439157210e-02,2.674719926671748332e-04
2.101584406264803695e-01,7.541705457258504608e-02,2.680256187191768814e-04
2.140862201110822760e-01,7.545052182930424289e-02,2.685826816727746621e-04
2.180574679527047810e-01,7.548975230500439004e-02,2.691391212723207981e-04
2.221955988097372992e-01,7.553907807706722322e-02,2.697289564520612723e-04
2.263633432980366178e-01,7.559546197575124638e-02,2.703136218084698384e-04
2.305105281270236617e-01,7.565567226111535870e-02,2.708798142764296695e-04
2.337000027607610553e-01,7.571753393992515513e-02,2.714245271282759607e-04
2.369762537614542863e-01,7.578661533607233824e-02,2.719893942488550123e-04
2.402327821125646024e-01,7.585955041530050014e-02,2.725385885823850994e-04
2.442186046574652825e-01,7.597096901193962915e-02,2.733412010620821014e-04
2.477825160791776449e-01,7.606823525078321158e-02,2.739741469382731974e-04
2.511155633631656503e-01,7.616001908800865139e-02,2.745201655209409688e-04
2.545796373411333691e-01,7.626394546353815196e-02,2.751003068813840931e-04
2.581018545910070960e-01,7.637035147883682040e-02,2.756901025106315325e-04
2.616255715186802666e-01,7.646831432280559726e-02,2.762703223233309042e-04
2.651193916115361371e-01,7.656223065216186119e-02,2.768317328016799118e-04
2.686874374034942670e-01,7.666590880613528836e-02,2.774081928891853482e-04
2.722550887656484675e-01,7.675819587633024577e-02,2.779747858484650285e-04
2.758660310719800446e-01,7.684687804489008511e-02,2.785457157303788240e-04
2.794842908072129872e-01,7.692666694663985449e-02,2.791096843925550391e-04
2.831452006421638079e-01,7.700118171285895430e-02,2.796777470314053076e-04
2.868894586795319723e-01,7.707496743820016483e-02,2.802623292606083965e-04
2.905717538677801137e-01,7.714889521584909760e-02,2.808194648192091332e-04
2.943695263609382717e-01,7.722609391263103584e-02,2.814025692468838293e-04
2.981612515897401616e-01,7.730210347272253868e-02,2.819750220404519388e-04
3.019483743895727823e-01,7.737547263344787818e-02,2.825375134574158219e-04
3.057497882284400670e-01,7.744900898292614300e-02,2.830958284415353420e-04
3.096210026362954393e-01,7.752437626351653399e-02,2.836659976282796848e-04
3.134709254479547957e-01,7.759799048305127123e-02,2.842217246411216590e-04
3.184988082326102865e-01,7.767818819667118846e-02,2.847830579493508714e-04
3.236097092622414184e-01,7.775927535230421628e-02,2.853519489287343496e-04
3.287237397732065691e-01,7.784048732778971191e-02,2.859109225401477950e-04
3.339277734134970532e-01,7.792515152302682824e-02,2.864788644297593849e-04
3.391280866388542981e-01,7.800642708780416990e-02,2.870355260058065575e-04
3.443701996611762683e-01,7.808892623618085560e-02,2.875908478586904852e-04
3.497692088013071854e-01,7.817415797814916689e-02,2.881688338606588494e-04
3.552448996532279191e-01,7.825849015768350514e-02,2.887522747827585886e-04
3.606043871039358306e-01,7.833823311955541435e-02,2.893014309526895501e-04
3.660570416561439999e-01,7.841915652335920695e-02,2.898596433285626807e-04
3.715416235470057060e-01,7.849801136444500838e-02,2.904144067295271348e-04
3.771526187188325441e-01,7.857964341042410206e-02,2.909846364075499136e-04
3.827872511117984544e-01,7.866066610045271967e-02,2.915495938433893897e-04
3.886339932354691551e-01,7.874726054534064712e-02,2.921468173200453202e-04
3.944441757715519969e-01,7.883133282969963240e-02,2.927263225415133435e-04
4.003358540122679554e-01,7.891646085446529790e-02,2.933117231745770636e-04
4.060978627187687984e-01,7.899906662074783481e-02,2.938624026765753383e-04
4.119203174178145410e-01,7.908133566919997581e-02,2.944152073266311431e-04
4.178113052848669295e-01,7.916400688037639188e-02,2.949715914389687012e-04
4.237649227880966318e-01,7.924750337451719195e-02,2.955303811088867564e-04
4.298089584146376207e-01,7.933159592064194243e-02,2.960966080221466611e-04
4.358209944374987765e-01,7.941431617224901929e-02,2.966477716977094039e-04
4.418982326918231007e-01,7.949805846520585639e-02,2.972017724773610785e-04
4.480255731086238979e-01,7.958241698489776361e-02,2.977558328844640044e-04
4.542857537355802777e-01,7.966843234921026917e-02,2.983246591280109454e-04
4.606557834710105492e-01,7.975774405846008941e-02,2.989039901257280370e-04
4.669243539213570049e-01,7.984420718038252873e-02,2.994562503481226312e-04
4.733390917957631672e-01,7.993917472685631298e-02,3.000254262089462704e-04
4.797267888939639735e-01,8.003990328732918380e-02,3.005812897299871950e-04
4.862076886725225089e-01,8.014975554456287010e-02,3.011448201697309473e-04
4.926818330404504342e-01,8.026467673957297932e-02,3.016988337264234947e-04
4.993015138701641931e-01,8.038964352686510384e-02,3.022693399768665128e-04
5.044789479816983446e-01,8.050487331219277620e-02,3.028418966791856918e-04
5.095913122279276397e-01,8.062345155873108793e-02,3.033943185005479460e-04
5.147798155274505572e-01,8.075059979190168935e-02,3.039572048049482729e-04
5.199400996576921674e-01,8.088027578884916802e-02,3.045080669088271580e-04
5.252757836081416443e-01,8.102248155590886791e-02,3.050905947147363275e-04
5.306828397902190186e-01,8.117254448879804296e-02,3.056823782966572832e-04
5.360213602162303692e-01,8.132629136263251624e-02,3.062536454670095228e-04
5.413194498205057270e-01,8.148350669045426042e-02,3.068107724835996276e-04
5.466078361364515859e-01,8.164275614776551893e-02,3.073600855568070934e-04
5.521057465154354249e-01,8.180650695872557221e-02,3.079460817522490903e-04
5.575416148859809740e-01,8.194616968976828342e-02,3.085097883197537101e-04
5.630076926598510667e-01,8.207079900619553003e-02,3.090716576410728472e-04
5.684466915518385788e-01,8.218330521725079885e-02,3.096208943801572085e-04
5.739245849084524398e-01,8.228258825291506762e-02,3.101707886146756439e-04
5.795088684087198461e-01,8.237109100961441388e-02,3.107349764519391181e-04
5.850934330663986049e-01,8.244313764656421850e-02,3.112924110221661862e-04
5.889614569312706660e-01,8.250459525258835303e-02,3.118814027456588353e-04
5.927136378187559673e-01,8.256160603106083018e-02,3.124320397864417394e-04
